Trentino-alto adige AUTO                                                        
     -10.500000          1.067936
     -10.499832          1.070108
     -10.498868          1.070875
     -10.497802          1.070811
     -10.496524          1.073459
     -10.494095          1.076947
     -10.493050          1.080540
     -10.493374          1.082935
     -10.492869          1.084108
     -10.491073          1.085940
     -10.490281          1.090598
     -10.488263          1.094027
     -10.486444          1.096323
     -10.486394          1.097291
     -10.482701          1.096775
     -10.481840          1.097059
     -10.478599          1.102534
     -10.477757          1.105496
     -10.477479          1.110559
     -10.476940          1.111868
     -10.474441          1.114418
     -10.473961          1.115534
     -10.472125          1.116691
     -10.470777          1.120925
     -10.470777          1.122704
     -10.471548          1.124712
     -10.471378          1.125780
     -10.470537          1.126763
     -10.470016          1.129112
     -10.475404          1.131496
     -10.476303          1.133321
     -10.479809          1.135094
     -10.480782          1.139079
     -10.484890          1.146518
     -10.485330          1.148174
     -10.486500          1.150132
     -10.486780          1.151635
     -10.487358          1.151876
     -10.487935          1.153083
     -10.490242          1.155478
     -10.489112          1.157950
     -10.488893          1.160396
     -10.488343          1.161459
     -10.489522          1.163774
     -10.489387          1.164668
     -10.486368          1.171890
     -10.486955          1.174848
     -10.487993          1.176344
     -10.488274          1.178247
     -10.488769          1.179200
     -10.488335          1.181474
     -10.488745          1.183978
     -10.488133          1.187486
     -10.489146          1.188470
     -10.491753          1.189823
     -10.493850          1.191710
     -10.496352          1.192034
     -10.497134          1.192501
     -10.499881          1.195249
     -10.501327          1.197269
     -10.503091          1.197180
     -10.504572          1.198170
     -10.508883          1.199745
     -10.508700          1.203449
     -10.510548          1.207490
     -10.510704          1.209714
     -10.511679          1.213235
     -10.511189          1.214616
     -10.509276          1.216128
     -10.509029          1.216696
     -10.508175          1.219740
     -10.507540          1.225408
     -10.502952          1.226471
     -10.500032          1.227628
     -10.497934          1.229096
     -10.495777          1.230036
     -10.492028          1.233735
     -10.491039          1.236061
     -10.487934          1.236598
     -10.487978          1.238403
     -10.490023          1.242954
     -10.488720          1.247077
     -10.489015          1.250010
     -10.488176          1.251440
     -10.488863          1.254434
     -10.489682          1.256041
     -10.489296          1.256983
     -10.489665          1.259542
     -10.489083          1.261800
     -10.486517          1.267676
