id_staz,lat,lon,quota,dataset,nome
Hlat=4378125,43.78125,10.27003,,pluvio_dpcn,
Hlat=4378467,43.78467,11.58539,,pluvio_dpcn,
Hlat=4378561,43.78561,10.95944,,pluvio_dpcn,
Hlat=4379055,43.79055,12.13194,,pluvio_dpcn,
Hlat=4379226,43.79226,10.52132,,pluvio_dpcn,
Hlat=4379424,43.79424,12.61880,,pluvio_dpcn,
Hlat=4379428,43.79428,11.87703,,pluvio_dpcn,
Hlat=4379600,43.79600,11.41300,,pluvio_dpcn,
Hlat=4379875,43.79875,11.25122,,pluvio_dpcn,
Hlat=4380088,43.80088,12.32015,,pluvio_dpcn,
Hlat=4380367,43.80367,11.70256,,pluvio_dpcn,
Hlat=4380856,43.80856,12.51255,,pluvio_dpcn,
Hlat=4381033,43.81033,11.81617,,pluvio_dpcn,
Hlat=4381878,43.81878,10.41428,,pluvio_dpcn,
Hlat=4381917,43.81917,10.82608,,pluvio_dpcn,
Hlat=4381922,43.81922,11.16806,,pluvio_dpcn,
Hlat=4382969,43.82969,10.46981,,pluvio_dpcn,
Hlat=4383164,43.83164,11.70131,,pluvio_dpcn,
Hlat=4383225,43.83225,10.30711,,pluvio_dpcn,
Hlat=4383697,43.83697,11.66992,,pluvio_dpcn,
Hlat=4383958,43.83958,11.31144,,pluvio_dpcn,
Hlat=4384186,43.84186,10.51083,,pluvio_dpcn,
Hlat=4384286,43.84286,10.65396,,pluvio_dpcn,
Hlat=4384342,43.84342,12.59110,,pluvio_dpcn,
Hlat=4384505,43.84505,10.90764,,pluvio_dpcn,
Hlat=4384694,43.84694,12.03667,,pluvio_dpcn,
Hlat=4384811,43.84811,11.40269,,pluvio_dpcn,
Hlat=4384875,43.84875,11.27553,,pluvio_dpcn,
Hlat=4386092,43.86092,11.15503,,pluvio_dpcn,
Hlat=4386497,43.86497,10.43317,,pluvio_dpcn,
Hlat=4386769,43.86769,10.25942,,pluvio_dpcn,
Hlat=4387110,43.87110,12.49560,,pluvio_dpcn,
Hlat=4387184,43.87184,10.24034,,pluvio_dpcn,
Hlat=4387347,43.87347,10.37883,,pluvio_dpcn,
Hlat=4387686,43.87686,11.44753,,pluvio_dpcn,
Hlat=4388000,43.88000,11.00000,,pluvio_dpcn,
Hlat=4388164,43.88164,10.48444,,pluvio_dpcn,
Hlat=4388390,43.88390,12.52890,,pluvio_dpcn,
Hlat=4388553,43.88553,11.09931,,pluvio_dpcn,
Hlat=4388603,43.88603,11.52519,,pluvio_dpcn,
Hlat=4389242,43.89242,10.77133,,pluvio_dpcn,
Hlat=4389444,43.89444,12.19167,,pluvio_dpcn,
Hlat=4389592,43.89592,10.24189,,pluvio_dpcn,
Hlat=4390445,43.90445,11.90222,,pluvio_dpcn,
Hlat=4390601,43.90601,10.59283,,pluvio_dpcn,
Hlat=4390817,43.90817,11.27511,,pluvio_dpcn,
Hlat=4391368,43.91368,10.50197,,pluvio_dpcn,
Hlat=4391997,43.91997,10.36986,,pluvio_dpcn,
Hlat=4392278,43.92278,10.89358,,pluvio_dpcn,
Hlat=4392286,43.92286,11.12708,,pluvio_dpcn,
Hlat=4392361,43.92361,11.77556,,pluvio_dpcn,
Hlat=4392361,43.92361,11.95861,,pluvio_dpcn,
Hlat=4392908,43.92908,10.51542,,pluvio_dpcn,
Hlat=4393347,43.93347,10.61317,,pluvio_dpcn,
Hlat=4393364,43.93364,10.28103,,pluvio_dpcn,
Hlat=4394472,43.94472,11.21361,,pluvio_dpcn,
Hlat=4394722,43.94722,12.07861,,pluvio_dpcn,
Hlat=4394833,43.94833,11.61778,,pluvio_dpcn,
Hlat=4395170,43.95170,12.53640,,pluvio_dpcn,
Hlat=4395233,43.95233,10.42267,,pluvio_dpcn,
Hlat=4395369,43.95369,10.82311,,pluvio_dpcn,
Hlat=4395786,43.95786,11.38978,,pluvio_dpcn,
Hlat=4395906,43.95906,11.06989,,pluvio_dpcn,
Hlat=4396278,43.96278,11.14656,,pluvio_dpcn,
Hlat=4396303,43.96303,11.53956,,pluvio_dpcn,
Hlat=4396483,43.96483,11.14720,,pluvio_dpcn,
Hlat=4396522,43.96522,11.32817,,pluvio_dpcn,
Hlat=4396653,43.96653,12.42837,,pluvio_dpcn,
Hlat=4396878,43.96878,10.71642,,pluvio_dpcn,
Hlat=4396892,43.96892,10.33603,,pluvio_dpcn,
Hlat=4397231,43.97231,10.75564,,pluvio_dpcn,
Hlat=4397244,43.97244,10.18475,,pluvio_dpcn,
Hlat=4397861,43.97861,12.40500,,pluvio_dpcn,
Hlat=4397978,43.97978,10.55153,,pluvio_dpcn,
Hlat=4398347,43.98347,11.23728,,pluvio_dpcn,
Hlat=4398533,43.98533,10.31472,,pluvio_dpcn,
Hlat=4398600,43.98600,11.39000,,pluvio_dpcn,
Hlat=4399120,43.99120,10.96414,,pluvio_dpcn,
Hlat=4399183,43.99183,10.25192,,pluvio_dpcn,
Hlat=4399291,43.99291,10.20943,,pluvio_dpcn,
Hlat=4399445,43.99445,11.94639,,pluvio_dpcn,
Hlat=4399631,43.99631,10.36336,,pluvio_dpcn,
Hlat=4399967,43.99967,10.43219,,pluvio_dpcn,
Hlat=4400203,44.00203,10.55742,,pluvio_dpcn,
Hlat=4400278,44.00278,11.66611,,pluvio_dpcn,
Hlat=4400505,44.00505,10.27147,,pluvio_dpcn,
Hlat=4400706,44.00706,11.27122,,pluvio_dpcn,
Hlat=4400836,44.00836,11.43556,,pluvio_dpcn,
Hlat=4400847,44.00847,10.80406,,pluvio_dpcn,
Hlat=4400956,44.00956,10.31919,,pluvio_dpcn,
Hlat=4401331,44.01331,10.89775,,pluvio_dpcn,
Hlat=4401981,44.01981,10.53517,,pluvio_dpcn,
Hlat=4402058,44.02058,11.33733,,pluvio_dpcn,
Hlat=4402144,44.02144,11.07981,,pluvio_dpcn,
Hlat=4402327,44.02327,11.02527,,pluvio_dpcn,
Hlat=4402369,44.02369,10.22847,,pluvio_dpcn,
Hlat=4402853,44.02853,10.27586,,pluvio_dpcn,
Hlat=4402892,44.02892,10.36053,,pluvio_dpcn,
Hlat=4402917,44.02917,11.80556,,pluvio_dpcn,
Hlat=4403014,44.03014,10.17183,,pluvio_dpcn,
Hlat=4403181,44.03181,11.46781,,pluvio_dpcn,
Hlat=4403248,44.03248,10.59911,,pluvio_dpcn,
Hlat=4403333,44.03333,12.04444,,pluvio_dpcn,
Hlat=4403444,44.03444,12.50028,,pluvio_dpcn,
Hlat=4403911,44.03911,10.24631,,pluvio_dpcn,
Hlat=4404110,44.04110,11.98190,,pluvio_dpcn,
Hlat=4404158,44.04158,10.83253,,pluvio_dpcn,
Hlat=4404314,44.04314,10.71953,,pluvio_dpcn,
Hlat=4404519,44.04519,10.06006,,pluvio_dpcn,
Hlat=4404631,44.04631,10.11175,,pluvio_dpcn,
Hlat=4404738,44.04738,11.38933,,pluvio_dpcn,
Hlat=4404917,44.04917,11.30447,,pluvio_dpcn,
Hlat=4404964,44.04964,11.19689,,pluvio_dpcn,
Hlat=4405021,44.05021,10.01409,,pluvio_dpcn,
Hlat=4405194,44.05194,09.83583,,pluvio_dpcn,
Hlat=4405200,44.05200,09.83594,,pluvio_dpcn,
Hlat=4405358,44.05358,10.90498,,pluvio_dpcn,
Hlat=4405528,44.05528,10.78839,,pluvio_dpcn,
Hlat=4405589,44.05589,11.12064,,pluvio_dpcn,
Hlat=4405639,44.05639,12.54556,,pluvio_dpcn,
Hlat=4405695,44.05695,11.39778,,pluvio_dpcn,
Hlat=4405764,44.05764,10.20753,,pluvio_dpcn,
Hlat=4405831,44.05831,10.16822,,pluvio_dpcn,
Hlat=4405875,44.05875,10.25956,,pluvio_dpcn,
Hlat=4405920,44.05920,12.57360,,pluvio_dpcn,
Hlat=4405986,44.05986,10.56783,,pluvio_dpcn,
Hlat=4406419,44.06419,10.44314,,pluvio_dpcn,
Hlat=4406820,44.06820,10.45773,,pluvio_dpcn,
Hlat=4406833,44.06833,12.43722,,pluvio_dpcn,
Hlat=4407117,44.07117,11.09369,,pluvio_dpcn,
Hlat=4407129,44.07129,09.93842,,pluvio_dpcn,
Hlat=4407195,44.07195,12.49194,,pluvio_dpcn,
Hlat=4407206,44.07206,10.79422,,pluvio_dpcn,
Hlat=4407250,44.07250,11.87278,,pluvio_dpcn,
Hlat=4407491,44.07491,10.00899,,pluvio_dpcn,
Hlat=4407964,44.07964,11.28083,,pluvio_dpcn,
Hlat=4408055,44.08055,11.03583,,pluvio_dpcn,
Hlat=4408383,44.08383,10.12878,,pluvio_dpcn,
Hlat=4408667,44.08667,12.20778,,pluvio_dpcn,
Hlat=4409008,44.09008,10.45275,,pluvio_dpcn,
Hlat=4409106,44.09106,10.10337,,pluvio_dpcn,
Hlat=4409195,44.09195,12.27500,,pluvio_dpcn,
Hlat=4409400,44.09400,10.17067,,pluvio_dpcn,
Hlat=4409466,44.09466,09.80944,,pluvio_dpcn,
Hlat=4409817,44.09817,10.75167,,pluvio_dpcn,
Hlat=4410236,44.10236,10.33655,,pluvio_dpcn,
Hlat=4410379,44.10379,10.00705,,pluvio_dpcn,
Hlat=4410632,44.10632,09.73483,,pluvio_dpcn,
Hlat=4410703,44.10703,09.82819,,pluvio_dpcn,
Hlat=4410847,44.10847,10.28933,,pluvio_dpcn,
Hlat=4410875,44.10875,10.53406,,pluvio_dpcn,
Hlat=4410889,44.10889,11.17472,,pluvio_dpcn,
Hlat=4411227,44.11227,09.96546,,pluvio_dpcn,
Hlat=4411600,44.11600,10.10400,,pluvio_dpcn,
Hlat=4411611,44.11611,11.54806,,pluvio_dpcn,
Hlat=4411811,44.11811,10.60964,,pluvio_dpcn,
Hlat=4411945,44.11945,10.80917,,pluvio_dpcn,
Hlat=4412000,44.12000,11.80810,,pluvio_dpcn,
Hlat=4412028,44.12028,12.02028,,pluvio_dpcn,
Hlat=4412194,44.12194,11.38139,,pluvio_dpcn,
Hlat=4412917,44.12917,11.51278,,pluvio_dpcn,
Hlat=4412951,44.12951,09.86892,,pluvio_dpcn,
Hlat=4412970,44.12970,10.78197,,pluvio_dpcn,
Hlat=4413222,44.13222,09.79056,,pluvio_dpcn,
Hlat=4413254,44.13254,09.79030,,pluvio_dpcn,
Hlat=4413275,44.13275,10.74331,,pluvio_dpcn,
Hlat=4413389,44.13389,10.89389,,pluvio_dpcn,
Hlat=4413486,44.13486,10.19719,,pluvio_dpcn,
Hlat=4413583,44.13583,11.65389,,pluvio_dpcn,
Hlat=4413722,44.13722,11.83667,,pluvio_dpcn,
Hlat=4413805,44.13805,09.90619,,pluvio_dpcn,
Hlat=4413833,44.13833,11.49889,,pluvio_dpcn,
Hlat=4413897,44.13897,10.67397,,pluvio_dpcn,
Hlat=4413940,44.13940,12.24060,,pluvio_dpcn,
Hlat=4414830,44.14830,09.64020,,pluvio_dpcn,
Hlat=4414833,44.14833,11.69139,,pluvio_dpcn,
Hlat=4415055,44.15055,12.13694,,pluvio_dpcn,
Hlat=4415319,44.15319,09.76373,,pluvio_dpcn,
Hlat=4415405,44.15405,10.97738,,pluvio_dpcn,
Hlat=4415594,44.15594,10.03331,,pluvio_dpcn,
Hlat=4415942,44.15942,10.38631,,pluvio_dpcn,
Hlat=4416389,44.16389,10.52061,,pluvio_dpcn,
Hlat=4416583,44.16583,12.39167,,pluvio_dpcn,
Hlat=4416639,44.16639,12.26889,,pluvio_dpcn,
Hlat=4416911,44.16911,10.15003,,pluvio_dpcn,
Hlat=4417014,44.17014,11.94938,,pluvio_dpcn,
Hlat=4417086,44.17086,10.20817,,pluvio_dpcn,
Hlat=4417143,44.17143,09.60677,,pluvio_dpcn,
Hlat=4417778,44.17778,10.81806,,pluvio_dpcn,
Hlat=4417888,44.17888,09.61870,,pluvio_dpcn,
Hlat=4418972,44.18972,12.34778,,pluvio_dpcn,
Hlat=4418992,44.18992,09.71496,,pluvio_dpcn,
Hlat=4419139,44.19139,10.68167,,pluvio_dpcn,
Hlat=4419200,44.19200,10.29200,,pluvio_dpcn,
Hlat=4419514,44.19514,09.77099,,pluvio_dpcn,
Hlat=4419532,44.19532,10.48563,,pluvio_dpcn,
Hlat=4419722,44.19722,11.87500,,pluvio_dpcn,
Hlat=4419759,44.19759,09.84926,,pluvio_dpcn,
Hlat=4419801,44.19801,09.84904,,pluvio_dpcn,
Hlat=4419944,44.19944,10.58944,,pluvio_dpcn,
Hlat=4419995,44.19995,10.06280,,pluvio_dpcn,
Hlat=4420013,44.20013,10.35982,,pluvio_dpcn,
Hlat=4420230,44.20230,10.06250,,pluvio_dpcn,
Hlat=4420233,44.20233,10.06207,,pluvio_dpcn,
Hlat=4421000,44.21000,10.48861,,pluvio_dpcn,
Hlat=4421042,44.21042,10.44719,,pluvio_dpcn,
Hlat=4421095,44.21095,10.11631,,pluvio_dpcn,
Hlat=4421359,44.21359,09.54033,,pluvio_dpcn,
Hlat=4421389,44.21389,11.43361,,pluvio_dpcn,
Hlat=4421417,44.21417,11.50556,,pluvio_dpcn,
Hlat=4421500,44.21500,12.16972,,pluvio_dpcn,
Hlat=4422030,44.22030,12.04190,,pluvio_dpcn,
Hlat=4422103,44.22103,11.62151,,pluvio_dpcn,
Hlat=4422200,44.22200,09.90000,,pluvio_dpcn,
Hlat=4422278,44.22278,11.32528,,pluvio_dpcn,
Hlat=4422361,44.22361,11.67278,,pluvio_dpcn,
Hlat=4422556,44.22556,10.77194,,pluvio_dpcn,
Hlat=4422701,44.22701,11.22345,,pluvio_dpcn,
Hlat=4422861,44.22861,11.25667,,pluvio_dpcn,
Hlat=4423132,44.23132,09.71552,,pluvio_dpcn,
Hlat=4423186,44.23186,12.23395,,pluvio_dpcn,
Hlat=4423506,44.23506,10.33269,,pluvio_dpcn,
Hlat=4423722,44.23722,10.51639,,pluvio_dpcn,
Hlat=4424239,44.24239,10.00331,,pluvio_dpcn,
Hlat=4424499,44.24499,09.61474,,pluvio_dpcn,
Hlat=4424556,44.24556,11.43361,,pluvio_dpcn,
Hlat=4424686,44.24686,10.15167,,pluvio_dpcn,
Hlat=4424833,44.24833,10.46694,,pluvio_dpcn,
Hlat=4424944,44.24944,11.58806,,pluvio_dpcn,
Hlat=4424966,44.24966,09.96582,,pluvio_dpcn,
Hlat=4424990,44.24990,09.84000,,pluvio_dpcn,
Hlat=4425000,44.25000,09.84000,,pluvio_dpcn,
Hlat=4425000,44.25000,09.96900,,pluvio_dpcn,
Hlat=4425594,44.25594,10.30961,,pluvio_dpcn,
Hlat=4426028,44.26028,10.67500,,pluvio_dpcn,
Hlat=4426056,44.26056,11.32806,,pluvio_dpcn,
Hlat=4426111,44.26111,11.03583,,pluvio_dpcn,
Hlat=4426282,44.26282,11.99297,,pluvio_dpcn,
Hlat=4426434,44.26434,09.73698,,pluvio_dpcn,
Hlat=4426750,44.26750,10.94722,,pluvio_dpcn,
Hlat=4427000,44.27000,09.42966,,pluvio_dpcn,
Hlat=4427470,44.27470,09.65964,,pluvio_dpcn,
Hlat=4427472,44.27472,09.65972,,pluvio_dpcn,
Hlat=4427517,44.27517,11.57835,,pluvio_dpcn,
Hlat=4427525,44.27525,09.59772,,pluvio_dpcn,
Hlat=4427580,44.27580,11.92360,,pluvio_dpcn,
Hlat=4428236,44.28236,09.86350,,pluvio_dpcn,
Hlat=4428444,44.28444,10.30103,,pluvio_dpcn,
Hlat=4428722,44.28722,11.11667,,pluvio_dpcn,
Hlat=4429361,44.29361,10.57500,,pluvio_dpcn,
Hlat=4429418,44.29418,11.78304,,pluvio_dpcn,
Hlat=4429506,44.29506,09.48136,,pluvio_dpcn,
Hlat=4429669,44.29669,09.37350,,pluvio_dpcn,
Hlat=4429694,44.29694,10.31806,,pluvio_dpcn,
Hlat=4429774,44.29774,12.11080,,pluvio_dpcn,
Hlat=4429848,44.29848,09.67751,,pluvio_dpcn,
Hlat=4430000,44.30000,09.80000,,pluvio_dpcn,
Hlat=4430278,44.30278,10.42639,,pluvio_dpcn,
Hlat=4430347,44.30347,10.11953,,pluvio_dpcn,
Hlat=4430414,44.30414,10.21678,,pluvio_dpcn,
Hlat=4430528,44.30528,09.76556,,pluvio_dpcn,
Hlat=4430542,44.30542,09.76581,,pluvio_dpcn,
Hlat=4431008,44.31008,09.98453,,pluvio_dpcn,
Hlat=4431028,44.31028,10.35667,,pluvio_dpcn,
Hlat=4431091,44.31091,09.44102,,pluvio_dpcn,
Hlat=4431274,44.31274,09.54859,,pluvio_dpcn,
Hlat=4431390,44.31390,12.16000,,pluvio_dpcn,
Hlat=4431611,44.31611,11.47806,,pluvio_dpcn,
Hlat=4431694,44.31694,10.81167,,pluvio_dpcn,
Hlat=4431885,44.31885,09.32978,,pluvio_dpcn,
Hlat=4432323,44.32323,09.61484,,pluvio_dpcn,
Hlat=4432830,44.32830,10.62280,,pluvio_dpcn,
Hlat=4433007,44.33007,12.03137,,pluvio_dpcn,
Hlat=4433300,44.33300,10.03350,,pluvio_dpcn,
Hlat=4433445,44.33445,11.75111,,pluvio_dpcn,
Hlat=4433620,44.33620,09.21045,,pluvio_dpcn,
Hlat=4433914,44.33914,09.82211,,pluvio_dpcn,
Hlat=4434111,44.34111,10.28111,,pluvio_dpcn,
Hlat=4434167,44.34167,10.14028,,pluvio_dpcn,
Hlat=4434209,44.34209,09.35624,,pluvio_dpcn,
Hlat=4434361,44.34361,10.73000,,pluvio_dpcn,
Hlat=4434444,44.34444,11.08750,,pluvio_dpcn,
Hlat=4434533,44.34533,11.71275,,pluvio_dpcn,
Hlat=4434833,44.34833,10.56944,,pluvio_dpcn,
Hlat=4434967,44.34967,09.69908,,pluvio_dpcn,
Hlat=4435048,44.35048,09.48082,,pluvio_dpcn,
Hlat=4435237,44.35237,09.58414,,pluvio_dpcn,
Hlat=4435294,44.35294,09.76406,,pluvio_dpcn,
Hlat=4435453,44.35453,09.20928,,pluvio_dpcn,
Hlat=4435611,44.35611,10.92417,,pluvio_dpcn,
Hlat=4435970,44.35970,11.95920,,pluvio_dpcn,
Hlat=4436182,44.36182,09.89656,,pluvio_dpcn,
Hlat=4436195,44.36195,10.20083,,pluvio_dpcn,
Hlat=4436195,44.36195,09.89667,,pluvio_dpcn,
Hlat=4436333,44.36333,10.10556,,pluvio_dpcn,
Hlat=4436389,44.36389,10.46167,,pluvio_dpcn,
Hlat=4436664,44.36664,09.95592,,pluvio_dpcn,
Hlat=4436917,44.36917,11.33889,,pluvio_dpcn,
Hlat=4436925,44.36925,09.88317,,pluvio_dpcn,
Hlat=4436943,44.36943,09.89276,,pluvio_dpcn,
Hlat=4437488,44.37488,09.45774,,pluvio_dpcn,
Hlat=4438313,44.38313,09.58420,,pluvio_dpcn,
Hlat=4439083,44.39083,11.49528,,pluvio_dpcn,
Hlat=4439361,44.39361,10.27278,,pluvio_dpcn,
Hlat=4439365,44.39365,09.27102,,pluvio_dpcn,
Hlat=4440530,44.40530,09.62050,,pluvio_dpcn,
Hlat=4440583,44.40583,10.01472,,pluvio_dpcn,
Hlat=4440611,44.40611,09.68222,,pluvio_dpcn,
Hlat=4440681,44.40681,09.53384,,pluvio_dpcn,
Hlat=4440935,44.40935,10.52313,,pluvio_dpcn,
Hlat=4441110,44.41110,11.59690,,pluvio_dpcn,
Hlat=4441500,44.41500,12.20000,,pluvio_dpcn,
Hlat=4441610,44.41610,11.68970,,pluvio_dpcn,
Hlat=4441917,44.41917,10.78750,,pluvio_dpcn,
Hlat=4442107,44.42107,09.32194,,pluvio_dpcn,
Hlat=4442422,44.42422,09.28492,,pluvio_dpcn,
Hlat=4442429,44.42429,09.41013,,pluvio_dpcn,
Hlat=4442667,44.42667,10.17306,,pluvio_dpcn,
Hlat=4442833,44.42833,10.40056,,pluvio_dpcn,
Hlat=4443278,44.43278,10.99333,,pluvio_dpcn,
Hlat=4443417,44.43417,10.03167,,pluvio_dpcn,
Hlat=4443555,44.43555,11.13417,,pluvio_dpcn,
Hlat=4443833,44.43833,10.09278,,pluvio_dpcn,
Hlat=4443945,44.43945,11.24111,,pluvio_dpcn,
Hlat=4444194,44.44194,09.47861,,pluvio_dpcn,
Hlat=4444472,44.44472,09.78444,,pluvio_dpcn,
Hlat=4444750,44.44750,09.61889,,pluvio_dpcn,
Hlat=4444778,44.44778,09.69944,,pluvio_dpcn,
Hlat=4444833,44.44833,11.86667,,pluvio_dpcn,
Hlat=4445376,44.45376,11.36527,,pluvio_dpcn,
Hlat=4445625,44.45625,09.82325,,pluvio_dpcn,
Hlat=4446111,44.46111,09.38778,,pluvio_dpcn,
Hlat=4446112,44.46112,09.38773,,pluvio_dpcn,
Hlat=4446268,44.46268,09.39525,,pluvio_dpcn,
Hlat=4446278,44.46278,09.39528,,pluvio_dpcn,
Hlat=4446639,44.46639,09.92050,,pluvio_dpcn,
Hlat=4447287,44.47287,09.45876,,pluvio_dpcn,
Hlat=4447419,44.47419,11.27984,,pluvio_dpcn,
Hlat=4447560,44.47560,10.50860,,pluvio_dpcn,
Hlat=4447778,44.47778,10.05833,,pluvio_dpcn,
Hlat=4447889,44.47889,11.29861,,pluvio_dpcn,
Hlat=4448306,44.48306,09.24278,,pluvio_dpcn,
Hlat=4448444,44.48444,11.28500,,pluvio_dpcn,
Hlat=4448472,44.48472,10.44667,,pluvio_dpcn,
Hlat=4448555,44.48555,11.21972,,pluvio_dpcn,
Hlat=4448803,44.48803,09.34017,,pluvio_dpcn,
Hlat=4449330,44.49330,11.34530,,pluvio_dpcn,
Hlat=4449335,44.49335,10.33004,,pluvio_dpcn,
Hlat=4449610,44.49610,11.20000,,pluvio_dpcn,
Hlat=4449972,44.49972,10.17944,,pluvio_dpcn,
Hlat=4450028,44.50028,10.60639,,pluvio_dpcn,
Hlat=4450444,44.50444,11.00472,,pluvio_dpcn,
Hlat=4450555,44.50555,09.63250,,pluvio_dpcn,
Hlat=4450667,44.50667,11.08750,,pluvio_dpcn,
Hlat=4450667,44.50667,09.98861,,pluvio_dpcn,
Hlat=4451397,44.51397,09.84206,,pluvio_dpcn,
Hlat=4451639,44.51639,10.27667,,pluvio_dpcn,
Hlat=4451778,44.51778,10.38167,,pluvio_dpcn,
Hlat=4452028,44.52028,10.69778,,pluvio_dpcn,
Hlat=4452806,44.52806,09.54833,,pluvio_dpcn,
Hlat=4452945,44.52945,10.48944,,pluvio_dpcn,
Hlat=4453056,44.53056,09.20833,,pluvio_dpcn,
Hlat=4454361,44.54361,10.03194,,pluvio_dpcn,
Hlat=4454417,44.54417,09.61139,,pluvio_dpcn,
Hlat=4454861,44.54861,09.44722,,pluvio_dpcn,
Hlat=4455110,44.55110,10.90920,,pluvio_dpcn,
Hlat=4455421,44.55421,09.28421,,pluvio_dpcn,
Hlat=4456333,44.56333,11.84389,,pluvio_dpcn,
Hlat=4456528,44.56528,09.67944,,pluvio_dpcn,
Hlat=4456694,44.56694,10.46694,,pluvio_dpcn,
Hlat=4456861,44.56861,09.88667,,pluvio_dpcn,
Hlat=4457080,44.57080,11.53360,,pluvio_dpcn,
Hlat=4457695,44.57695,09.27722,,pluvio_dpcn,
Hlat=4458055,44.58055,10.32917,,pluvio_dpcn,
Hlat=4458167,44.58167,09.58472,,pluvio_dpcn,
Hlat=4458694,44.58694,09.48250,,pluvio_dpcn,
Hlat=4459361,44.59361,09.76750,,pluvio_dpcn,
Hlat=4459389,44.59389,10.11444,,pluvio_dpcn,
Hlat=4459559,44.59559,10.67664,,pluvio_dpcn,
Hlat=4459917,44.59917,10.25917,,pluvio_dpcn,
Hlat=4460194,44.60194,12.07778,,pluvio_dpcn,
Hlat=4460472,44.60472,09.23639,,pluvio_dpcn,
Hlat=4462083,44.62083,09.63500,,pluvio_dpcn,
Hlat=4462750,44.62750,11.29060,,pluvio_dpcn,
Hlat=4463000,44.63000,09.73139,,pluvio_dpcn,
Hlat=4463028,44.63028,09.86806,,pluvio_dpcn,
Hlat=4463272,44.63272,09.40536,,pluvio_dpcn,
Hlat=4463313,44.63313,11.45719,,pluvio_dpcn,
Hlat=4463445,44.63445,10.47528,,pluvio_dpcn,
Hlat=4463611,44.63611,09.57944,,pluvio_dpcn,
Hlat=4463639,44.63639,10.80528,,pluvio_dpcn,
Hlat=4464000,44.64000,11.02722,,pluvio_dpcn,
Hlat=4464024,44.64024,09.33003,,pluvio_dpcn,
Hlat=4464305,44.64305,09.50000,,pluvio_dpcn,
Hlat=4464917,44.64917,09.82083,,pluvio_dpcn,
Hlat=4465000,44.65000,11.61667,,pluvio_dpcn,
Hlat=4465640,44.65640,10.91690,,pluvio_dpcn,
Hlat=4467722,44.67722,09.20028,,pluvio_dpcn,
Hlat=4468050,44.68050,09.21940,,pluvio_dpcn,
Hlat=4468583,44.68583,10.29778,,pluvio_dpcn,
Hlat=4468667,44.68667,10.96583,,pluvio_dpcn,
Hlat=4468806,44.68806,12.21139,,pluvio_dpcn,
Hlat=4468945,44.68945,10.16778,,pluvio_dpcn,
Hlat=4468945,44.68945,10.51056,,pluvio_dpcn,
Hlat=4469222,44.69222,09.59167,,pluvio_dpcn,
Hlat=4469472,44.69472,09.68472,,pluvio_dpcn,
Hlat=4469500,44.69500,11.14472,,pluvio_dpcn,
Hlat=4469778,44.69778,10.12444,,pluvio_dpcn,
Hlat=4469780,44.69780,10.63360,,pluvio_dpcn,
Hlat=4471211,44.71211,09.56966,,pluvio_dpcn,
Hlat=4471500,44.71500,09.79833,,pluvio_dpcn,
Hlat=4472722,44.72722,09.93444,,pluvio_dpcn,
Hlat=4473306,44.73306,10.02333,,pluvio_dpcn,
Hlat=4474166,44.74166,10.00889,,pluvio_dpcn,
Hlat=4474306,44.74306,10.77278,,pluvio_dpcn,
Hlat=4474640,44.74640,11.74640,,pluvio_dpcn,
Hlat=4474773,44.74773,10.98760,,pluvio_dpcn,
Hlat=4475195,44.75195,09.77583,,pluvio_dpcn,
Hlat=4476445,44.76445,09.70944,,pluvio_dpcn,
Hlat=4476667,44.76667,10.97556,,pluvio_dpcn,
Hlat=4476809,44.76809,09.23924,,pluvio_dpcn,
Hlat=4478060,44.78060,10.03860,,pluvio_dpcn,
Hlat=4478222,44.78222,11.37083,,pluvio_dpcn,
Hlat=4479556,44.79556,09.63333,,pluvio_dpcn,
Hlat=4480170,44.80170,10.32720,,pluvio_dpcn,
Hlat=4480806,44.80806,10.27222,,pluvio_dpcn,
Hlat=4481389,44.81389,09.98389,,pluvio_dpcn,
Hlat=4481972,44.81972,09.49861,,pluvio_dpcn,
Hlat=4482000,44.82000,09.67667,,pluvio_dpcn,
Hlat=4482580,44.82580,11.12560,,pluvio_dpcn,
Hlat=4482583,44.82583,09.72667,,pluvio_dpcn,
Hlat=4483170,44.83170,11.45420,,pluvio_dpcn,
Hlat=4483250,44.83250,11.62110,,pluvio_dpcn,
Hlat=4483690,44.83690,10.57810,,pluvio_dpcn,
Hlat=4483972,44.83972,09.33361,,pluvio_dpcn,
Hlat=4484000,44.84000,11.28500,,pluvio_dpcn,
Hlat=4485861,44.85861,11.65778,,pluvio_dpcn,
Hlat=4487111,44.87111,09.23778,,pluvio_dpcn,
Hlat=4487750,44.87750,09.49194,,pluvio_dpcn,
Hlat=4488528,44.88528,10.38056,,pluvio_dpcn,
Hlat=4488610,44.88610,11.01610,,pluvio_dpcn,
Hlat=4488795,44.88795,11.61525,,pluvio_dpcn,
Hlat=4491209,44.91209,10.53645,,pluvio_dpcn,
Hlat=4491611,44.91611,11.82111,,pluvio_dpcn,
Hlat=4491734,44.91734,12.36910,,pluvio_dpcn,
Hlat=4492167,44.92167,11.42694,,pluvio_dpcn,
Hlat=4494083,44.94083,09.27583,,pluvio_dpcn,
Hlat=4494194,44.94194,09.44167,,pluvio_dpcn,
Hlat=4496028,44.96028,10.75833,,pluvio_dpcn,
Hlat=4500250,45.00250,10.00470,,pluvio_dpcn,
