
 NET USRID   DB_ID     LONG     LAT QUOTA NOME                                            
---- ------ ------ -------- ------- ----- ----------------------------------------        
   1   1424  30132    6.367  59.650 5     SAUDA                                           
   1   1425  30133    6.517  58.517 66    EIK HOVE                                        
   1   1427  30134    6.567  58.117 14    LISTA FYR                                       
   1   1432  30135    6.850  58.894 500   SIRDAL-TJORHOM                                  
   1   1433  30136    6.983  59.833 1081  MIDTLAEGER                                      
   1   1434  30137    7.367  59.767 822   VAAGSLI                                         
   1   1436  30138    7.050  57.983 13    LINDESNES FYR                                   
   1   1439  30139    7.317  58.250 260   KONSMO-HOYLAND                                  
   1   1441  30140    7.383  59.594 836   HOVDEN-LUNDANE                                  
   1   1442  30141    7.800  58.667 212   BYGLANDSFJORD-SOLBAKK                           
   1   1447  10471    8.200  59.500 560   HOYDALSMO II                                    
   1   1448     19    8.050  58.067 9     OKSOY FYR                                       
   1   1450  30143    8.183  59.833 977   MOSSTRAND II                                    
   1   1452  30144    8.083  58.211 17    KRISTIANSAND/KJEVIK                             
   1   1455  30146    8.517  59.033 252   TVEITSUND                                       
   1   1459  30147    8.633  58.650 142   NELAUG                                          
   1   1465  30148    8.800  58.400 12    TORUNGEN FYR                                    
   1   1467  30149    9.150  58.633 4     LYNGOR FYR                                      
   1   1468  10472   12.000  60.183 148   KONGSVINGER                                     
   1   1469  10473   10.250  60.178 142   HONEFOSS-HOYBY                                  
   1   1470  30150    9.200  59.383 93    GVARV                                           
   1   1471  10474    9.150  60.061 275   VEGGLI II                                       
   1   1473  10475    9.633  59.628 170   KONGSBERG BRANNSTASJON                          
   1   1476  30152    9.550  58.861 5     JOMFRULAND FYR                                  
   1   1477     20    9.650  59.667 168   KONGSBERG                                       
   1   1480  10476   10.133  59.750 8     DRAMMEN BERSKOG                                 
   1   1481  10477   10.350  59.233 26    MELSOM                                          
   1   1482     21   10.533  59.033 6     FERDER FYR                                      
   1   1486  10478   10.433  59.861 163   ASKER                                           
   1   1488  30153   10.630  59.900 17    OSLO/FORNEBU                                    
   1   1492  30155   10.717  59.950 94    OSLO-BLINDERN                                   
   1   1493  10479   11.117  59.294 57    SARPSBORG                                       
   1   1494  30156   10.783  59.383 53    RYGGE                                           
   1   1495  30158   10.833  59.150 10    STROMTANGEN FYR                                 
   1   1497  30160   11.533  59.000 157   PRESTEBAKKE                                     
   1   2013  10665   17.467  67.733 532   RITSEM                                          
   1   2020  30162   18.167  68.417 516   KATTERJAKK                                      
   1   2024  10666   18.300  67.500 425   STORA SJOFALLET                                 
   1   2029  10667   18.600  67.917 1145  TARFALA                                         
   1   2031  10668   19.833  68.067 493   RENSJON                                         
   1   2036  30163   19.033  67.850 467   NIKKALUOKTA                                     
   1   2038  10669   20.267  67.250 453   LATNIVAARA                                      
   1   2044  10670   20.333  67.828 460   KIRUNA                                          
   1   2049  30165   20.650  67.161 359   GALLIVARE                                       
   1   2054  10671   21.767  68.061 360   NEDRE SOPPERO                                   
   1   2055  10672   21.533  68.683 402   NAIMAKKA                                        
   1   2064  10673   22.233  67.344 240   SAITTAROVA                                      
   1   2072  10674   22.833  67.733 312   PARKALOMPOLO                                    
   1   2080  30167   22.450  68.461 330   KARESUANDO                                      
   1   2096  30168   23.400  67.228 165   PAJALA                                          
   1   2102  10675   14.517  65.111 1036  STEKENJOKK                                      
   1   2103  10676   15.067  65.783 793   HEMAVAN-GIEREVARTO                              
   1   2104  30169   15.083  65.828 485   HEMAVAN                                         
   1   2110  10677   15.067  65.344 577   GIELAS                                          
   1   2120  30171   18.017  66.894 320   KVIKKJOKK-ARRENJARKA                            
   1   2121  10678   16.117  66.683 614   MIERKENIS                                       
   1   2124  30172   17.833  66.061 431   ARJEPLOG                                        
   1   2128  30173   17.700  65.000 283   GUNNARN                                         
   1   2130  10679   16.433  66.483 481   ROPARUDDEN                                      
   1   2135  10680   17.867  65.578 393   BURESJON                                        
   1   2146  10681   19.683  66.500 324   VAJMAT                                          
   1   2147  10682   18.600  65.161 363   MALA-BRANNAN                                    
   1   2149  10683   19.267  65.600 382   ARVIDSJAUR                                      
   1   2151  10684   20.167  66.483 275   JOKKMOKK FPL                                    
   1   2154  30177   20.150  65.894 182   VIDSEL                                          
   1   2161  10685   20.933  66.761 327   NATTAVAARA                                      
   1   2173  10686   21.067  65.667 43    ALVSBYN                                         
   1   2174  10687   21.133  66.294 185   LAKATRASK                                       
   1   2176  10688   21.567  65.044 4     PITE-RONNSKAR                                   
   1   2181  30180   22.850  66.267 61    OVERKALIX-SVARTBYN                              
   1   2184  10689   22.333  66.828 228   PAHAROVA                                        
   1   2186  30181   22.133  65.550 17    LULEA-KALLAX                                    
   1   2188  30183   22.383  65.317 2     RODKALLEN                                       
   1   2191  10690   23.100  65.711 4     STORON                                          
   1   2196  30184   24.150  65.833 6     HAPARANDA                                       
   1   2199  10691   23.467  66.617 132   YLINENJARVI                                     
   1   2206  30185   12.117  63.300 640   STORLIEN                                        
   1   2209  10692   12.283  63.061 1030  SYLARNA                                         
   1   2216  10693   13.867  63.328 355   MATTMAR                                         
   1   2217  10694   13.150  63.383 435   BJORNANGEN/ARE                                  
   1   2221  30186   13.500  63.833 717   KORSVATTNET                                     
   1   2222  30187   14.167  64.500 328   GADDEDE                                         
   1   2226  30188   14.500  63.211 375   OSTERSUND FROSON                                
   1   2230  10695   15.550  64.228 310   GUBBHOGEN                                       
   1   2231  10696   14.600  63.683 362   FOLLINGE                                        
   1   2233  10697   15.383  65.533 545   SAXNAS                                          
   1   2236  10698   15.333  63.767 375   HALLHAXASEN                                     
   1   2242  10699   16.233  64.083 241   HOTING                                          
   1   2244  30190   16.950  63.683 215   JUNSELE                                         
   1   2245  30191   16.850  64.594 348   VILHELMINA                                      
   1   2247  30192   16.167  63.150 183   KRANGEDE                                        
   1   2254  10700   17.317  64.178 307   ASELE                                           
   1   2256  10701   17.433  64.717 575   RISTRASK                                        
   1   2260  10702   18.250  63.133 141   VASTMARKUM                                      
   1   2261  10703   18.717  64.550 210   LYCKSELE                                        
   1   2263  10704   18.367  64.083 327   FREDRIKA                                        
   1   2265  10705   18.550  63.650 182   HEMLING                                         
   1   2269  30193   19.017  63.183 11    SKAGSUDDE                                       
   1   2271  10706   19.383  64.944 309   NORSJO                                          
   1   2282  10707   19.700  64.578 258   PETISTRASK                                      
   1   2284  10708   19.683  63.444 6     JARNASKLUBB                                     
   1   2286  30195   20.283  63.800 7     UMEA                                            
   1   2287  10709   20.867  63.817 6     HOLMON                                          
   1   2288  30197   20.750  63.600 5     HOLMOGADD                                       
   1   2292  10710   21.317  64.383 105   HOKMARKSBERGET                                  
   1   2297  30198   21.583  64.483 40    BJUROKLUBB                                      
   1   2302  10712   12.283  61.833 665   IDRE-STORBO                                     
   1   2303  10713   12.733  62.744 995   FLATRUET                                        
   1   2307  10714   12.850  61.894 869   IDRE FJALL                                      
   1   2308  30199   12.667  62.450 723   TANNAS                                          
   1   2311  10715   13.117  61.178 744   SALEN-HOGFJALLSHOTELLET                         
   1   2317  10716   13.617  62.100 566   DRAVAGEN                                        
   1   2319  10717   13.850  62.750 467   BORTNAN                                         
   1   2321  10718   14.033  61.250 252   ALVDALEN                                        
   1   2324  30201   14.183  62.028 360   SVEG                                            
   1   2325  10719   14.150  62.500 802   KLOVSJOHOJDEN                                   
   1   2329  10720   15.000  61.667 454   HAMRA                                           
   1   2331  10721   15.083  62.750 343   HUNGE                                           
   1   2337  10722   15.667  62.294 320   NORRHOG                                         
   1   2338  30202   15.717  61.367 184   EDSBYN                                          
   1   2343  10723   16.283  62.500 99    TORPSHAMMAR                                     
   1   2347  10724   16.550  61.833 70    DELSBO                                          
   1   2349  10725   16.717  62.767 205   SILLRE                                          
   1   2354  10726   17.300  62.383 80    RASTA                                           
   1   2355  30203   17.533  61.711 9     KUGGOREN                                        
   1   2366  30204   17.450  62.517 9     TIMRA/MIDLANDA                                  
   1   2368  10727   17.750  62.217 18    BRAMON                                          
   1   2378  10728   17.167  61.450 26    SODERHAMN FLYGPLATS                             
   1   2382  10729   18.100  62.650 18    LUNGO                                           
   1   2403  10730   13.117  58.711 53    NAVEN                                           
   1   2408  30207   12.083  59.217 170   BLOMSKOG                                        
   1   2410  30208   13.700  60.683 308   MALUNG                                          
   1   2411  10731   12.633  59.667 66    ARVIKA                                          
   1   2413  10732   12.767  60.750 205   BRATTMON                                        
   1   2417  10733   13.150  58.750 50    PALGRUNDEN                                      
   1   2418     24   13.333  59.450 107   KARLSTAD FLYGPLATS                              
   1   2423  10734   13.117  59.867 109   SUNNE                                           
   1   2426  10735   13.800  60.150 187   GUSTAVSFORS                                     
   1   2429  10736   14.183  59.667 133   DAGLOSEN                                        
   1   2432  30211   15.050  59.233 54    OREBRO                                          
   1   2435  30212   15.517  60.444 145   BORLANGE                                        
   1   2440  30214   16.433  60.967 162   AMOT                                            
   1   2441  10737   14.500  60.967 196   MORA                                            
   1   2450  10738   17.567  60.744 4     EGGEGRUND                                       
   1   2452  10739   14.900  59.300 219   KILSBERGEN-SUTTARBODA                           
   1   2453  30215   17.167  60.717 16    GAVLE                                           
   1   2456     25   17.900  60.233 33    FILM                                            
   1   2458  30216   17.600  59.900 21    UPPSALA                                         
   1   2464     26   17.900  59.367 15    STOCKHOLM/BROMMA                                
   1   2468  10740   15.133  60.383 493   STORA SPANSBERGET                               
   1   2469  30219   17.917  59.183 45    TULLINGE                                        
   1   2472  10741   15.117  60.117 240   SKEPPMORA                                       
   1   2476  30220   16.400  59.061 32    FLODA                                           
   1   2481  10742   16.683  59.917 57    SALA                                            
   1   2482  10743   16.983  60.267 56    KERSTINBO                                       
   1   2484  30221   18.067  59.350 44    STOCKHOLM/OBSERVATORIET                         
   1   2486  10745   17.517  59.367 6     ADELSO                                          
   1   2487  10746   18.700  59.300 16    STAVSNAS                                        
   1   2488  30222   18.383  60.533 8     ORSKAR                                          
   1   2489  10747   18.117  59.067 4     HARSFJARDEN                                     
   1   2490  10748   18.633  59.833 15    SVANBERGA                                       
   1   2493  10749   19.417  59.750 15    SODERARM                                        
   1   2496     28   19.500  59.450 10    SVENSKA HOGARNA                                 
   1   2499  10750   19.133  59.150 25    ALMAGRUNDET                                     
   1   2500     29   11.000  58.900 33    NORDKOSTER                                      
   1   2501  10751   11.067  58.594 22    VADEROARNA                                      
   1   2505  30223   11.333  58.100 16    MASESKAR                                        
   1   2507  10752   11.433  58.633 80    HUD                                             
   1   2513  30224   12.000  57.717 3     GOTEBORG                                        
   1   2515  10754   12.150  58.183 20    TORPABRON                                       
   1   2518  30225   11.900  57.300 2     NIDINGEN                                        
   1   2520     30   12.717  58.444 54    SATENAS                                         
   1   2521  10756   12.417  58.600 55    BERGARUD                                        
   1   2536  30227   13.167  57.783 298   RANGEDALA                                       
   1   2539  10757   12.783  57.117 122   ULLARED                                         
   1   2540  10758   12.200  58.600 174   KROPPEFJALL-GRANAN                              
   1   2542  10759   13.033  58.328 70    HALLUM                                          
   1   2544     32   14.533  58.517 94    KARLSBORG                                       
   1   2546  10760   14.383  58.894 211   GARDSJO                                         
   1   2548  10761   14.417  58.100 95    VISINGSO                                        
   1   2549  10762   14.467  57.500 356   TOMTABACKEN                                     
   1   2550  30228   14.083  57.750 220   JONKOPING/AXAMO                                 
   1   2552  10763   15.233  58.067 197   MALEXANDER                                      
   1   2553  10764   13.767  58.083 220   KYMBO                                           
   1   2554  10765   15.033  58.717 225   KETTSTAKA                                       
   1   2556  10766   14.133  57.300 169   HAGSHULT                                        
   1   2557  10767   15.867  57.894 90    HORN                                            
   1   2558  10768   16.317  58.683 154   KOLMARDEN-STROMSFORS                            
   1   2559  10769   16.467  57.711 31    GLADHAMMAR                                      
   1   2562     33   15.533  58.400 93    LINKOPING/MALMSLATT                             
   1   2563  10770   17.017  58.250 14    HARSTENA                                        
   1   2566     34   15.817  57.400 95    MALILLA                                         
   1   2567  30231   17.867  58.750 18    LANDSORT                                        
   1   2574  10771   16.150  58.594 34    NORRKOPING                                      
   1   2575  30234   17.100  57.367 2     OLANDS NORRA UDDE                               
   1   2583  10772   17.467  58.600 25    GUSTAF DAHLEN                                   
   1   2587  10773   18.950  57.917 13    FAROSUND-AR                                     
   1   2589  10774   19.200  58.400 16    GOTSKA SANDON                                   
   1   2590  30236   18.350  57.667 51    VISBY                                           
   1   2595  10775   18.467  57.483 35    ROMA                                            
   1   2598  10776   18.983  57.444 5     OSTERGARNSHOLM                                  
   1   2602  10777   12.933  56.383 140   HUNNESTORP                                      
   1   2603  10778   12.667  56.867 47    BROEN                                           
   1   2605  30238   12.550  56.450 10    HALLANDS VADERO                                 
   1   2607  10779   12.850  56.300 20    ANGELHOLM                                       
   1   2609  10780   13.717  55.450 50    RYNGE                                           
   1   2611  30240   12.767  56.033 43    HELSINGBORG                                     
   1   2616     37   12.817  55.383 3     FALSTERBO                                       
   1   2620     38   13.067  56.967 85    TORUP                                           
   1   2622  10781   13.883  56.861 148   LJUNGBY                                         
   1   2623  10782   13.667  55.867 114   HORBY                                           
   1   2625  30242   14.317  55.483 4     SKILLINGE                                       
   1   2628  30244   14.850  56.028 60    HANO                                            
   1   2632  10783   15.700  55.950 3     UTKLIPPAN                                       
   1   2635  10784   13.067  55.567 20    MALMO                                           
   1   2644  30245   16.400  56.211 2     OLANDS SODRA UDDE                               
   1   2646  10785   16.433  56.667       OLANDSBRON                                      
   1   2648  30246   14.833  56.861 199   VAXJO                                           
   1   2661  10786   15.467  56.833 230   KOSTA (ORREFORS)                                
   1   2664     39   15.267  56.267 58    RONNEBY/KALLINGE                                
   1   2670  30248   16.300  56.683 6     KALMAR                                          
   1   2680     40   18.150  56.917 40    HOBURG                                          
   1   2755  10248   24.717  64.044 76    YLIVIESKA AIRPORT                               
   1   2777  10249   23.650  60.450 116   KIKALA AIRPORT                                  
   1   2790  10250   20.750  60.250 23    KUMLINGE KK                                     
   1   2801  30249   20.783  69.061 478   KILPISJARVI                                     
   1   2805  30250   27.033  69.761 107   KEVO                                            
   1   2807  30251   27.417  68.617 147   IVALO                                           
   1   2823  30252   23.683  67.967 253   MUONIO                                          
   1   2836     41   26.633  67.367 179   SODANKYLA                                       
   1   2844  30253   24.000  66.800 84    PELLO                                           
   1   2845  30254   25.833  66.578 197   ROVANIEMI                                       
   1   2849  10252   28.683  66.833 215   SALLA KK                                        
   1   2862  10253   24.517  65.733 3     KEMI AJOS                                       
   1   2863  30256   24.133  65.417 19    KEMI I                                          
   1   2866  10254   26.967  65.411 121   PUDASJARVI                                      
   1   2869  30258   29.183  65.967 262   KUUSAMO                                         
   1   2873  10255   24.567  65.044 8     MARJANIEM                                       
   1   2874  30259   24.733  65.044 8     HAILUOTO                                        
   1   2875  30260   25.367  64.944 12    OULU                                            
   1   2889  10256   28.750  64.944 223   SUOMUSSALMI PESIO                               
   1   2897  30262   27.683  64.294 143   KAJAANI                                         
   1   2907  30265   23.600  64.344 3     ULKOKALLA                                       
   1   2910  30266   21.067  63.444 4     VALASSAARET                                     
   1   2911  10257   21.767  63.061 4     VAASA AIRPORT                                   
   1   2913  30268   23.033  63.100 42    KAUHAVA                                         
   1   2915  30269   25.867  63.083 132   VIITASAARI                                      
   1   2917  30270   27.800  63.028 98    KUOPIO                                          
   1   2920  10258   22.533  63.750 2     PIETARSAARI KALLAN                              
   1   2924  30273   24.017  62.533 157   AHTARI                                          
   1   2929  30274   29.633  62.667 119   JOENSUU                                         
   1   2935     42   25.683  62.400 141   JYVASKYLA                                       
   1   2939  10260   30.967  62.767 152   ILOMANTSI MEKRIJARVI                            
   1   2942  30275   22.467  61.861 134   NIINISALO                                       
   1   2944  30276   22.467  61.417 112   TAMPERE/PIRKKALA                                
   1   2945  30277   24.800  61.861 143   HALLI                                           
   1   2947  30278   27.300  61.744 138   MIKKELI                                         
   1   2948  30279   28.950  61.950 95    SAVONLINNA                                      
   1   2952  30280   21.800  61.478 13    PORI                                            
   1   2958  30281   28.200  61.061 104   LAPPEENRANTA                                    
   1   2963     43   23.500  60.817 104   JOKIOINEN                                       
   1   2964  10261   21.017  60.717 4     KUSTAVI ISOKARI                                 
   1   2965  30283   25.633  60.967 78    LAHTI                                           
   1   2966  30284   26.933  60.900 100   UTTI                                            
   1   2967  10262   27.183  60.294 4     KOTKA HAAPASAARI                                
   1   2971  30285   19.867  60.150 9     JOMALA                                          
   1   2972  30286   22.267  60.517 47    TURKU                                           
   1   2974     44   24.967  60.328 51    HELSINKI-VANTAA                                 
   1   2976     45   26.967  60.367 11    RANKKI                                          
   1   2979  10264   20.350  59.500 4     BOGSKAR                                         
   1   2980  30288   19.967  59.967 8     NYHAMN                                          
   1   2981  30289   21.383  59.783 9     UTO                                             
   1   2982     46   22.950  59.767 6     RUSSARO                                         
   1   2984  30290   24.017  59.933 10    BAGASKAR                                        
   1   2987  30291   25.600  59.983 23    KALLBADAGRUND                                   
   1   2988  30292   25.067  60.100 4     ISOSAARI                                        
   1   2991  10265   25.633  60.211 20    PORVOO EMASALO                                  
   1   2992  10266   26.450  60.267 5     PERNAJA ORRENGRUND                              
   1   2993  30294   19.133  60.300 11    MARKET                                          
   1   3002     48    -.850  60.750 15    BALTASOUND NO.2                                 
   1   3003     49   -1.300  59.894 5     SUMBURGH                                        
   1   3004     50   -1.383  60.533 228   COLLAFIRTH HILL                                 
   1   3005     51   -1.183  60.133 82    LERWICK                                         
   1   3006     52   -1.267  60.450 7     SELLA NESS                                      
   1   3008     54   -1.633  59.533 57    FAIR ISLE                                       
   1   3010     56   -4.400  59.083 12    SULE SKERRY                                     
   1   3011     57   -5.817  59.117 98    NORTH RONA ISLAND                               
   1   3014     59   -2.067  60.117 13    FOULA NO2                                       
   1   3017     60   -2.900  58.950 26    KIRKWALL                                        
   1   3023     64   -7.367  57.333 4     SOUTH UIST RANGE                                
   1   3026     67   -6.317  58.217 8     STORNOWAY AIRPORT                               
   1   3031     71   -4.883  57.717 265   LOCH GLASCARNOCH                                
   1   3034     73   -5.633  57.867 11    AULTBEA NO2                                     
   1   3037  30297   -5.800  57.250 18    SKYE/LUSA                                       
   1   3039     77   -5.683  57.417 773   BEALACH NA BA NO2                               
   1   3041     79   -4.967  56.817 1130  AONACH MOR                                      
   1   3044     80   -4.433  58.294 81    ALTNAHARRA NO2                                  
   1   3047     81   -4.700  56.867 237   TULLOCH BRIDGE                                  
   1   3055     85   -3.383  58.867 18    RACKWICK                                        
   1   3061     90   -3.767  57.867 18    TARBATNESS                                      
   1   3062     91   -3.967  57.817 3     TAIN RANGE                                      
   1   3063     92   -3.833  57.211 228   AVIEMORE                                        
   1   3065     93   -3.633  57.117 1245  CAIRNGORM SUMMIT                                
   1   3066     94   -3.567  57.650 7     KINLOSS                                         
