id_staz,lat,lon,quota,nome
S11126,  47.20972,  11.46167,2247.0,synop,PATSCHERKOFEL
S11127,  46.86666,  11.02444,1942.0,synop,OBERGURGL
S11129,  47.00750,  11.50722,1372.0,synop,BRENNER NEU NEU
S11130,  47.57528,  12.16278, 490.0,synop,KUFSTEIN
S11135,  47.41917,  12.36194,1790.0,synop,HAHNENKAMM/EHRENBACH
S11136,  47.23278,  12.18250,1009.0,synop,KRIMML
S11137,  47.40611,  12.89833, 793.0,synop,MARIA ALM ALM
S11138,  47.13389,  12.62556,2304.0,synop,RUDOLFSHUETTE-ALPINZ
S11140,  47.58278,  12.69694, 624.0,synop,LOFER
S11141,  47.40667,  13.22111, 550.0,synop,BISCHOFSHOFEN
S11142,  47.31528,  13.18361, 634.0,synop,ST.JOHANN/PONGAU
S11144,  47.32667,  12.79500, 766.0,synop,ZELL AM SEE AM SEE
S11146,  47.05444,  12.95806,3105.0,synop,SONNBLICK
S11147,  47.38528,  13.45611, 858.0,synop,RADSTADT
S11148,  47.09444,  13.62278,1052.0,synop,ST.MICHAEL/LUNGAU
S11149,  47.24861,  13.55972,1763.0,synop,OBERTAUERN
S11150,  47.79445,  13.00333, 430.0,synop,SALZBURG-FLUGHAFEN
S11152,  47.97778,  13.10694, 505.0,synop,MATTSEE
S11153,  47.85083,  13.34722, 481.0,synop,MONDSEE
S11154,  47.91472,  13.80750, 424.0,synop,GMUNDEN
S11155,  47.81778,  13.71833,1618.0,synop,FEUERKOGEL
S11157,  47.53278,  14.13833, 641.0,synop,AIGEN IM ENNSTAL IM
S11160,,,,,
S11161,  47.52250,  14.95333,1214.0,synop,PRAEBICHL
S11165,  47.20000,  14.75000, 677.0,synop,ZELTWEG
S11166,,,,,
S11170,  47.85444,  15.06750, 612.0,synop,LUNZ
S11171,  47.78917,  15.30222, 864.0,synop,MARIAZELL/ST SEBASTI
S11173,  47.44417,  15.64389,1034.0,synop,FISCHBACH
S11174,,,,,
S11175,  47.40583,  15.24972, 482.0,synop,BRUCK/MUR
S11177,,,,,
S11180,  47.71750,  15.77861,1547.0,synop,RAX/SEILBAHN-BERGSTA
S11182,  47.83222,  16.23139, 275.0,synop,WIENER NEUSTADT NEUS
S11185,  47.51111,  16.03333, 991.0,synop,MOENICHKIRCHEN
S11190,  47.85417,  16.53860, 184.0,synop,EISENSTADT
S11192,  47.20750,  16.33556, 265.0,synop,KLEINZICKEN
S11194,  47.95083,  16.84167, 148.0,synop,NEUSIEDL AM SEE AM S
S11201,  46.74694,  12.42306,1080.0,synop,SILLIAN
S11204,  46.82555,  12.80639, 661.0,synop,LIENZ
S11206,,,,,
S11212,  46.60361,  13.67333,2140.0,synop,VILLACHER ALPE ALPE
S11213,  46.61806,  13.87389, 493.0,synop,VILLACH
S11214,  46.93806,  14.91500,1034.0,synop,PREITENEGG
S11216,,,,,
S11220,  47.06972,  14.42472, 869.0,synop,NEUMARKT
S11225,  46.84945,  14.19083, 708.0,synop,WEITENSFELD
S11227,  46.72194,  14.09694, 546.0,synop,FELDKIRCHEN
S11229,  46.76389,  14.82944, 402.0,synop,ST.ANDRAE I.L. I.L.
S11231,  46.64278,  14.33722, 448.0,synop,KLAGENFURT-FLUGHAFEN
S11232,  46.55889,  14.76667, 532.0,synop,FEISTRITZ OB BLEIBUR
S11237,,,,,
S11238,,,,,
S11240,  46.99306,  15.43917, 340.0,synop,GRAZ-THALERHOF-FLUGH
S11241,  47.19861,  15.46639,1443.0,synop,SCHOECKL
S11244,  46.87222,  15.90361, 269.0,synop,BAD GLEICHENBERG GLE
S11248,  46.68583,  15.97944, 210.0,synop,BAD RADKERSBURG RADK
S11252,  47.00278,  12.45583,1212.0,synop,VIRGEN
S11255,  46.67750,  12.99833, 714.0,synop,KOETSCHACH-MAUTHEN
S11261,  46.92889,  13.22333, 809.0,synop,OBERVELLACH
S11265,  46.60278,  13.67194,2164.0,synop,VILLACHER ALPE - AUT
S11270,  46.74194,  13.08278, 628.0,synop,DELLACH IM DRAUTAL I
S11272,  46.79055,  13.48722, 542.0,synop,SPITTAL/DRAU
S11274,,,,,
S11275,  46.72805,  13.85250, 870.0,synop,ARRIACH
S11280,  47.11111,  14.17694, 816.0,synop,MURAU
S11285,  46.82167,  15.22889, 354.0,synop,DEUTSCHLANDSBERG
S11290,  47.07972,  15.44778, 366.0,synop,GRAZ UNIVERSITAET UN
S11292,  47.07361,  15.59222, 530.0,synop,LASSNITZHOEHE
S11296,  46.76833,  15.55222, 267.0,synop,LEIBNITZ
S11298,  46.94889,  15.87972, 323.0,synop,FELDBACH
S11301,  47.45750,   9.84861, 715.0,synop,ALBERSCHWENDE
S11302,  47.43250,   9.72556, 407.0,synop,DORNBIRN
S11304,  47.10305,   9.73833,1029.0,synop,BRAND
S11307,  47.13167,  10.12332,1221.0,synop,LANGEN/ARLBERG
S11308,  47.25583,  10.18610,1478.0,synop,WARTH
S11310,  46.98195,  10.31722,2323.0,synop,ISCHGL/IDALPE
S11312,  46.96778,  10.18556,1587.0,synop,GALTUER
S11314,  47.49445,  10.71528, 842.0,synop,REUTTE
S11315,  47.25000,  10.33333,1110.0,synop,HOLZGAU
S11316,  46.92694,  10.87944,2850.0,synop,PITZTALER GLETSCHER
S11318,  46.91278,  10.86278,3440.0,synop,BRUNNENKOGEL / OETZT
S11325,  47.39000,  11.75528, 530.0,synop,JENBACH
S11328,  47.53222,  11.70833, 904.0,synop,ACHENKIRCH
S11330,  47.16667,  11.85000, 633.0,synop,MAYRHOFEN
S11331,  46.64833,  14.31833, 450.0,synop,KLAGENFURT-FLUGHAFEN
S11337,  47.59667,  12.64306,1623.0,synop,LOFERER ALM ALM
S11340,  47.32972,  12.73667,1973.0,synop,SCHMITTENHOEHE
S11342,,,,,
S11343,  47.05444,  12.95806,3105.0,synop,SONNBLICK - AUTOM. -
S11345,  47.34694,  13.15528, 750.0,synop,ST.VEIT IM PONGAU IM
S11346,  47.22361,  12.99250, 934.0,synop,RAURIS
S11348,  47.15194,  13.74500,1151.0,synop,MARIAPFARR
S11349,  47.06111,  13.61583,1633.0,synop,KATSCHBERG
S11350,  47.79055,  13.05333, 418.0,synop,SALZBURG-FREISAAL
S11351,  47.42500,  13.63444,1203.0,synop,RAMSAU/DACHSTEIN
S11354,  47.64250,  13.61806, 502.0,synop,BAD GOISERN GOISERN
S11355,  47.72028,  14.32611, 600.0,synop,WINDISCHGARSTEN
S11356,  47.61139,  13.78222, 670.0,synop,BAD AUSSEE AUSSEE
S11357,  47.73722,  13.45056, 537.0,synop,ST.WOLFGANG
S11358,  47.55333,  13.93500, 814.0,synop,BAD MITTERNDORF MITT
S11362,  47.42139,  14.75972, 744.0,synop,KALWANG
S11365,  47.20111,  14.75917, 671.0,synop,ZELTWEG - AUTOM. STA
S11366,  47.38778,  12.64833, 975.0,synop,SAALBACH
S11367,  48.39111,  15.00278, 970.0,synop,BAERNKOPF
S11370,  47.44584,  15.29833, 505.0,synop,KAPFENBERG
S11372,  47.11055,  13.13333,1092.0,synop,BAD GASTEIN GASTEIN
S11380,  47.69972,  15.83694, 488.0,synop,REICHENAU/RAX
S11382,  47.79028,  15.90694, 583.0,synop,PUCHBERG
S11384,  47.62333,  15.83333,1318.0,synop,HIRSCHENKOGEL
S11385,  47.82222,  16.03500, 937.0,synop,HOHE WAND/HOCHKOGELH
S11387,  47.97750,  16.50694, 185.0,synop,SEIBERSDORF
S11389,  48.19972,  15.63111, 274.0,synop,ST.POELTEN LANDHAUS
S11390,  47.28056,  15.97861, 330.0,synop,HARTBERG
S11393,  47.46528,  16.64556, 201.0,synop,LUTZMANNSBURG
S11395,  47.77250,  17.03333, 118.0,synop,ANDAU
S11406,  50.06833,  12.39139, 483.0,synop,CHEB
S11414,  50.20167,  12.91417, 603.0,synop,KARLOVY VARY
S11423,  49.66944,  12.67806, 742.8,synop,PRIMDA
S11438,  50.37667,  13.32806, 322.4,synop,TUSIMICE
S11450,  49.76472,  13.37889, 359.8,synop,PLZEN-MIKULKA
S11457,  49.06833,  13.61528,1117.8,synop,CHURANOV
S11464,  50.55500,  13.93083, 830.5,synop,MILESOVKA
S11487,  49.46722,  13.83861, 519.0,synop,KOCELOVICE
S11502,  50.68333,  14.04111, 375.4,synop,USTI NAD LABEM
S11509,  50.45889,  14.17000, 158.0,synop,DOKSANY
S11518,  50.10028,  14.25556, 364.0,synop,PRAHA/RUZYNE
S11520,  50.00778,  14.44694, 302.0,synop,PRAHA-LIBUS
S11538,  49.19778,  14.34222, 500.0,synop,TEMELIN
S11546,  48.95194,  14.46972, 394.6,synop,C. BUDEJOVICE-ROZNOV
S11567,  50.12333,  14.53806, 284.5,synop,PRAHA-KBELY
S11603,  50.76972,  15.02389, 397.7,synop,LIBEREC
S11624,  49.94083,  15.38639, 238.2,synop,CASLAV
S11628,  49.57361,  15.08056, 532.3,synop,KOSETICE
S11636,  49.15917,  15.43917, 569.0,synop,KOSTELNI MYSLOVA
S11643,  50.69194,  15.72889, 816.3,synop,PEC POD SNEZKOU
S11652,  50.01611,  15.74028, 225.0,synop,PARDUBICE
S11653,  50.73583,  15.74028,1602.0,synop,SNEZKA
S11659,  49.58278,  15.76250, 532.5,synop,PRIBYSLAV
S11669,  50.35028,  16.32222, 747.2,synop,POLOM
S11679,  49.98028,  16.42222, 401.7,synop,USTI NAD ORLICI
S11683,  49.73500,  16.03417, 734.0,synop,SVRATOUCH
S11692,  49.17083,  16.12056, 474.0,synop,NAMEST NAD OSLAVOU
S11693,  49.09556,  16.13444, 400.2,synop,DUKOVANY
S11698,  48.88111,  16.08528, 334.0,synop,KUCHAROVICE
S11710,  49.65222,  16.95333, 510.0,synop,LUKA
S11723,  49.15306,  16.68889, 241.0,synop,BRNO/TURANY
S11730,  50.18750,  17.10833,1328.0,synop,SERAK
S11747,  49.45250,  17.13472, 214.8,synop,PROSTEJOV
S11766,  49.77722,  17.54194, 748.1,synop,CERVENA U LIBAVE
S11774,  49.32056,  17.57000, 222.3,synop,HOLESOV
S11782,  49.69833,  18.11917, 250.4,synop,OSTRAVA/MOSNOV
S11787,  49.54611,  18.44750,1322.0,synop,LYSA HORA
S11812,  48.26000,  17.15000, 583.0,synop,MALY JAVORNIK
S11813,  48.17000,  17.11000, 287.2,synop,BRATISLAVA-KOLIBA
S11816,  48.17170,  17.20000, 128.0,synop,BRATISLAVA-LETISKO
S11819,  48.48670,  17.67080, 176.0,synop,JASLOVSKE BOHUNICE
S11826,  48.62000,  17.83000, 162.6,synop,PIESTANY
S11841,  49.23190,  18.61780, 309.0,synop,ZILINA/HRICOV
S11855,  48.28060,  18.13560, 134.5,synop,NITRA
S11856,  48.28940,  18.45610, 261.0,synop,MOCHOVCE
S11858,  47.87330,  18.19440, 115.0,synop,HURBANOVO
S11867,  48.76970,  18.59390, 259.7,synop,PRIEVIDZA
S11880,  48.16920,  18.87610, 139.0,synop,DUDINCE
S11900,  48.58610,  18.85220, 275.0,synop,ZIAR NAD HRONOM
S11903,  48.64250,  19.14190, 313.4,synop,SLIAC
S11916,  48.94390,  19.59220,2005.0,synop,CHOPOK
S11918,  49.36940,  19.67860, 692.0,synop,LIESEK
S11927,  48.33890,  19.73640, 214.0,synop,LUCENEC
S11930,  49.19530,  20.21500,2634.0,synop,LOMNICKY STIT
S11933,  49.11780,  20.06220,1322.0,synop,STRBSKE PLESO
S11934,  49.06810,  20.24940, 694.0,synop,POPRAD/TATRY
S11938,  48.84860,  20.18920, 901.0,synop,TELGART
S11952,  49.03500,  20.32420, 703.0,synop,POPRAD-GANOVCE
S11958,  48.78280,  20.98890,1242.0,synop,KOJSOVSKA HOLA
S11968,  48.67220,  21.22250, 230.0,synop,KOSICE
S11976,  49.21470,  21.64640, 215.6,synop,"STROPKOV, TISINEC"
S11978,  48.66310,  21.72390, 104.8,synop,MILHOSTOV
S11993,  48.93470,  21.99420, 176.0,synop,KAMENICA NAD CIROCHO
S12100,  54.18330,  15.58329,   3.0,synop,KOLOBRZEG
S12105,  54.20000,  16.14999,  32.0,synop,KOSZALIN
S12115,  54.58330,  16.86660,   3.0,synop,USTKA
S12120,  54.75000,  17.53330,   2.0,synop,LEBA
S12125,  54.54999,  17.75000,  38.0,synop,LEBORK
S12129,  54.55000,  16.53000,      ,synop,JAROSLAWIEC
S12135,  54.59999,  18.81660,   1.0,synop,HEL
S12160,  54.21659,  19.53330, 180.0,synop,ELBLAG MILEJEWO
S12185,  54.06660,  21.36660, 108.0,synop,KETRZYN
S12195,  54.13330,  22.95000, 184.0,synop,SUWALKI
S12200,  53.91659,  14.23330,   6.0,synop,SWINOUJSCIE
S12205,  53.40000,  14.61660,   1.0,synop,SZCZECIN
S12210,  53.76660,  15.41660,  52.0,synop,RESKO
S12215,  53.71659,  16.68330, 137.0,synop,SZCZECINEK
S12230,  53.13330,  16.75000,  72.0,synop,PILA
S12235,  53.70000,  17.54990, 164.0,synop,CHOJNICE
S12250,  53.03329,  18.58329,  69.0,synop,TORUN
S12270,  53.09999,  20.35000, 147.0,synop,MLAWA
S12272,  53.76660,  20.41659, 133.0,synop,OLSZTYN
S12280,  53.78329,  21.58329, 127.0,synop,MIKOLAJKI
S12285,  53.08330,  21.56660,  94.0,synop,OSTROLEKA
S12295,  53.09999,  23.16659, 148.0,synop,BIALYSTOK
S12300,  52.75000,  15.28330,  72.0,synop,GORZOW WLKP
S12310,  52.34999,  14.60000,  21.0,synop,SLUBICE
S12330,  52.41659,  16.83329,  83.0,synop,POZNAN
S12345,  52.19990,  18.66659, 116.0,synop,KOLO
S12360,  52.58330,  19.73329, 106.0,synop,PLOCK
S12375,  52.16659,  20.96660, 106.0,synop,WARSZAWA-OKECIE
S12385,  52.18330,  22.26659, 152.0,synop,SIEDLCE
S12399,  52.06660,  23.61660, 133.0,synop,TERESPOL
S12400,  51.93330,  15.53330, 192.0,synop,ZIELONA GORA
S12415,  51.19990,  16.20000, 122.0,synop,LEGNICA
S12418,  51.83330,  16.53330,  91.0,synop,LESZNO
S12424,  51.09999,  16.88330, 120.0,synop,WROCLAW II
S12435,  51.73329,  18.08329, 138.0,synop,KALISZ
S12455,  51.21659,  18.56660, 200.0,synop,WIELUN
S12465,  51.73329,  19.39990, 187.0,synop,LODZ
S12469,  51.34999,  19.86660, 188.0,synop,SULEJOW
S12488,  51.56660,  21.54990, 123.0,synop,KOZIENICE
S12495,  51.21659,  22.39990, 238.0,synop,LUBLIN RADAWIEC
S12497,  51.54999,  23.53330, 177.0,synop,WLODAWA
S12500,  50.90000,  15.80000, 342.0,synop,JELENIA GORA
S12510,  50.73329,  15.73330,1603.0,synop,SNIEZKA
S12520,  50.43330,  16.61660, 356.0,synop,KLODZKO
S12530,  50.61660,  17.96660, 163.0,synop,OPOLE
S12540,  50.04999,  18.20000, 205.0,synop,RACIBORZ
S12550,  50.81660,  19.09989, 293.0,synop,CZESTOCHOWA
S12560,  50.23329,  19.03330, 284.0,synop,KATOWICE
S12566,  50.08330,  19.79999, 237.0,synop,KRAKOW-BALICE
S12570,  50.81660,  20.70000, 260.0,synop,KIELCE-SUKOW
S12575,  50.03329,  20.98329, 209.0,synop,TARNOW
S12580,  50.09999,  22.04999, 195.0,synop,RZESZOW-JASIONKA
S12585,  50.70000,  21.71660, 217.0,synop,SANDOMIERZ
S12595,  50.70000,  23.24990, 212.0,synop,ZAMOSC
S12600,  49.79990,  19.00000, 398.0,synop,BIELSKO-BIALA
S12625,  49.29999,  19.95000, 855.0,synop,ZAKOPANE
S12650,  49.23329,  19.98329,1991.0,synop,KASPROWY WIERCH
S12660,  49.61660,  20.70000, 292.0,synop,NOWY SACZ
S12670,  49.70000,  21.76659, 329.0,synop,KRONSNO
S12690,  49.46659,  22.33329, 420.0,synop,LESKO
S12695,  49.79990,  22.76659, 279.0,synop,PRZEMYSL
S12756,,,,,
S12766,,,,,
S12772,,,,,
S12786,,,,,
S12805,,,,,
S12812,,,,,
S12815,,,,,
S12821,,,,,
S12822,,,,,
S12824,,,,,
S12830,,,,,
S12836,,,,,
S12843,,,,,
S12846,,,,,
S12847,,,,,
S12851,,,,,
S12860,,,,,
S12866,,,,,
S12870,,,,,
S12882,,,,,
S12892,,,,,
S12910,,,,,
S12915,,,,,
S12920,,,,,
S12922,,,,,
S12925,,,,,
S12930,,,,,
S12935,,,,,
S12942,,,,,
S12950,,,,,
S12960,,,,,
S12970,,,,,
S12982,,,,,
S12992,          ,          ,      ,synop,Bekescsaba
S13067,  46.10000,  19.77000, 102.0,synop,PALIC
S13160,  45.77000,  19.15000,  87.0,synop,SOMBOR
S13168,  45.33000,  19.85000,  86.0,synop,NOVI SAD RIMSKI SANC
S13173,  45.37000,  20.42000,  80.0,synop,ZRENJANIN
S13174,  45.85000,  20.47000,  81.0,synop,KIKINDA
S13180,  45.05000,  21.03000,  90.0,synop,BANATSKI KARLOVAC
S13183,  45.15000,  21.32000,  83.0,synop,VRSAC
S13262,  44.55000,  19.23000, 121.0,synop,LOZNICA
S13266,  45.10000,  19.55000,  82.0,synop,SREMSKA MITROVICA
S13269,  44.32000,  19.92000, 176.0,synop,VALJEVO
S13272,  44.82000,  20.28000,      ,synop,BEOGRAD/SURCIN
S13274,  44.80000,  20.47000, 132.0,synop,BEOGRAD
S13278,  44.03000,  20.93000, 183.0,synop,KRAGUJEVAC
S13279,  44.37000,  20.95000, 121.0,synop,SMEDEREVSKA PALANKA
S13285,  44.75000,  21.52000,  82.0,synop,VELIKO GRADISTE
S13289,  44.12000,  21.95000,1037.0,synop,CRNI VRH
S13295,  44.23000,  22.55000,  42.0,synop,NEGOTIN
S13367,  43.73000,  19.72000,1029.0,synop,ZLATIBOR
S13369,  43.28000,  20.00000,1038.0,synop,SJENICA
S13370,  43.83000,  20.03000, 310.0,synop,POZEGA UZICKA
S13376,  43.70000,  20.70000, 215.0,synop,KRALJEVO
S13378,  43.28000,  20.80000,1711.0,synop,KOPAONIK
S13383,  43.57000,  21.35000, 166.0,synop,KRUSEVAC
S13384,  43.93000,  21.38000, 123.0,synop,CUPRIJA
S13388,  43.33000,  21.90000, 202.0,synop,NIS
S13389,  42.98000,  21.95000, 230.0,synop,LESKOVAC
S13397,  43.02000,  22.75000, 448.0,synop,DIMITROVGRAD
S13473,,,,,
S13477,,,,,
S13481,,,,,
S13489,  42.55000,  21.92000, 433.0,synop,VRANJE
S13493,  42.20000,  22.33000, 691.0,synop,KRIVA PALANKA
S13577,  41.53000,  20.70000,1332.0,synop,LAZAROPOLE
S13578,  41.12000,  20.80000, 760.0,synop,OHRID
S13579,  41.10000,  20.82000, 705.0,synop,OHRID-AERODROME
S13581,  41.22000,  21.47000,      ,synop,TOPOLCANI-PGC
S13583,  41.05000,  21.37000, 586.0,synop,BITOLA
S13585,  41.33000,  21.57000, 673.0,synop,PRILEP
S13586,  41.97000,  21.65000, 238.0,synop,SKOPJE PETROVEC
S13588,  42.02000,  21.40000, 302.0,synop,SKOPJE-ZAJCEV RID
S13590,  41.90000,  21.85000, 854.0,synop,GURISTE-PGC
S13591,  41.75000,  22.18000, 326.0,synop,STIP
S13592,  41.42000,  22.25000, 125.0,synop,DEMIR KAPIJA
S13593,  41.30000,  22.42000,1031.0,synop,POZAR-PGC
S13594,  41.88000,  22.50000, 518.0,synop,VINICA-PGC
S13597,  41.15000,  22.50000,  60.0,synop,GEVGELIJA
S13598,  41.72000,  22.85000, 834.0,synop,BEROVO
S13600,  42.10000,  19.53000,  43.0,synop,SHKODRA
S13601,  41.33000,  19.80000,  90.0,synop,TIRANA LA PRAKA
S13602,  40.78000,  19.86000,  41.0,synop,KUCOVA
S13610,  42.03000,  20.41000, 354.0,synop,KUKES
S13611,  41.30000,  19.45000,  15.0,synop,DURRES
S13615,  41.33000,  19.78000,  89.0,synop,TIRANA
S13619,  41.68000,  20.43000, 657.0,synop,PESHKOPI
S13622,  40.46000,  19.48000,   1.0,synop,VLORE
S13623,          ,          ,      ,synop,
S13624,  40.80000,  19.90000,  32.0,synop,QYTETI STALIN
S13625,  40.08000,  20.15000, 193.0,synop,GJIROKASTRA
S13629,  40.60000,  20.76000, 889.0,synop,KORCA
S13631,          ,          ,      ,synop,
S13632,          ,          ,      ,synop,
S13633,          ,          ,      ,synop,
S14008,  46.37944,  13.85389,2514.0,synop,Kredarica
S14014,  46.21778,  14.47749, 364.0,synop,Ljubljana/Brnik
S14015,  46.06583,  14.51722, 299.0,synop,Ljubljana/Bezigrad
S14023,  46.23667,  15.23056, 242.0,synop,Celje
S14024,  46.06806,  15.28972, 943.0,synop,Lisca
S14026,  46.48000,  15.68694, 264.0,synop,Maribor/Slivnica
S14031,  46.65250,  16.19611, 188.0,synop,Murska Sobota
S14105,  45.47556,  13.62056,   2.0,synop,Portoroz/Secovlje
S14106,  45.89583,  13.62889,  55.0,synop,Bilje
S14112,  45.76639,  14.19750, 533.0,synop,Postojna
S14121,  45.80194,  15.18222, 220.0,synop,Novo mesto
S14122,  45.89361,  15.52500, 154.0,synop,Cerklje ob Krki
S14216,  45.33000,  14.43000, 120.0,synop,RIJEKA/KOZALA
S14219,  45.58000,  14.62000, 863.0,synop,PARG
S14232,  45.48000,  15.55000, 110.0,synop,KARLOVAC
S14234,  46.13000,  15.88000, 202.0,synop,KRAPINA
S14235,  45.90000,  15.97000, 991.0,synop,PUNTIJARKA
S14236,  45.80000,  15.97000, 157.0,synop,ZAGREB/GRIC
S14240,  45.82000,  16.03000, 123.0,synop,ZAGREB/MAKSIMIR
S14241,  45.72000,  16.05000,      ,synop,ZAGREB/PLESO
S14244,  45.48000,  16.37000,  98.0,synop,SISAK
S14246,  46.27000,  16.35000, 167.0,synop,VARAZDIN
S14248,  46.02000,  16.55000, 157.0,synop,KRIZEVCI
S14253,  45.90000,  16.87000, 141.0,synop,BJELOVAR
S14256,  45.88000,  17.20000, 262.0,synop,BILOGORA
S14258,  45.58000,  17.20000, 153.0,synop,DARUVAR
S14280,  45.50000,  18.55000,  89.0,synop,OSIJEK-CEPIN
S14284,  45.47000,  18.80000,      ,synop,OSIJEK/KLISA
S14307,  44.88000,  13.92000,      ,synop,PULA AERODROME
S14308,  45.23000,  13.93000, 291.0,synop,PAZIN
S14314,  44.52000,  14.47000,  53.0,synop,MALI LOSINJ
S14317,  45.22000,  14.57000,      ,synop,RIJEKA/OMISALJ
S14321,  44.75000,  14.77000,  24.0,synop,RAB
S14323,  44.98000,  14.90000,  26.0,synop,SENJ
S14324,  44.80000,  14.97000,1594.0,synop,ZAVIZAN
S14328,  45.25000,  15.22000, 328.0,synop,OGULIN
S14330,  44.55000,  15.37000, 564.0,synop,GOSPIC
S14336,          ,          ,      ,synop,
S14370,  45.15000,  17.98000,  88.0,synop,SLAVONSKI BROD
S14382,  45.15000,  18.70000,  97.0,synop,GRADISTE
S14428,  44.12000,  15.20000,   5.0,synop,ZADAR/PUNTAMIKA
S14431,  44.08000,  15.35000,      ,synop,ZADAR/ZEMUNIK
S14438,  43.72000,  15.90000,  77.0,synop,SIBENIK
S14441,  43.03000,  16.08000,  20.0,synop,KOMIZA
S14443,  42.38000,  16.23000,  97.0,synop,PALAGRUZA
S14444,  43.53000,  16.30000,      ,synop,SPLIT/RESNIK
S14445,  43.50000,  16.42000, 122.0,synop,SPLIT/MARJAN
S14447,  43.17000,  16.43000,  20.0,synop,HVAR
S14452,  42.77000,  16.90000, 186.0,synop,LASTOVO
S14454,  43.28000,  17.02000,  49.0,synop,MAKARSKA
S14462,  43.03000,  17.43000,   2.0,synop,PLOCE
S14472,  42.63000,  18.08000,  52.0,synop,DUBROVNIK/GORICA
S14474,  42.55000,  18.27000,      ,synop,DUBROVNIK/CILIPI
S14528,  44.82000,  15.88000, 246.0,synop,BIHAC
S14537,  44.77000,  16.70000, 154.0,synop,SANSKI MOST
S14542,  44.78000,  17.22000, 153.0,synop,BANJA LUKA
S14543,  44.35000,  17.27000, 428.0,synop,JAJCE
S14544,  44.07000,  17.47000, 562.0,synop,BUGOJNO
S14549,  44.22000,  17.90000, 345.0,synop,ZENICA
S14554,  44.88000,  18.43000, 136.0,synop,GRADACAC
S14557,  44.55000,  18.70000, 305.0,synop,TUZLA
S14640,  43.83000,  17.02000, 724.0,synop,LIVNO
S14648,  43.35000,  17.80000,  99.0,synop,MOSTAR
S14650,  43.77000,  18.03000, 970.0,synop,IVAN SEDLO
S14652,  43.72000,  18.27000,2067.0,synop,BJELASNICA
S14654,  43.87000,  18.43000, 630.0,synop,SARAJEVO-BJELAVE
S14657,  42.92000,  17.60000,  13.0,synop,NEUM
S15015,  47.77694,  23.94056,      ,synop,OC.SUGATAG
S15020,  47.73555,  26.64556,      ,synop,BOTOSANI
S15090,  47.16334,  27.62722,      ,synop,IASI
S15108,  46.97750,  25.95000,      ,synop,CEAHLAU TOACA
S15120,  46.77778,  23.57139,      ,synop,CLUJ-NAPOCA
S15150,  46.55806,  26.89667,      ,synop,BACAU
S15170,  46.37139,  25.77250,      ,synop,MIERCUREA CIUC
S15200,  46.13361,  21.35361,      ,synop,ARAD
S15230,  45.86500,  22.89889,      ,synop,DEVA
S15260,  45.78945,  24.09139,      ,synop,SIBIU
S15280,  45.44584,  25.45667,      ,synop,VF. OMU
S15292,  45.41722,  22.22639,      ,synop,CARANSEBES
S15310,  45.47306,  28.03222,      ,synop,GALATI
S15335,  45.19056,  28.82417,      ,synop,TULCEA
S15346,  45.08889,  24.36278,      ,synop,RM. VILCEA
S15350,  45.13278,  26.85167,      ,synop,BUZAU
S15360,  45.14834,  29.75889,      ,synop,SULINA
S15410,  44.62639,  22.62611,      ,synop,DROBETA TR.SEVERIN
S15420,  44.51056,  26.07806,      ,synop,BUC-BANEASA
S15450,  44.31028,  23.86695,      ,synop,CRAIOVA
S15460,  44.20583,  27.33833,      ,synop,CALARASI
S15470,  44.10722,  24.97861,      ,synop,ROSIORII DE VEDE
S15480,  44.21389,  28.64556,      ,synop,CONSTANTA
S16008,  46.76194,  10.53444,1459.0,synop,S_VALENTINO_ALLA_MUT
S16014,  46.88389,  11.44000, 920.0,synop,VIPITENO
S16020,  46.46028,  11.32639, 239.0,synop,"BOLZANO,CIV AERODROM"
S16021,  46.29778,  11.78667,2004.0,synop,PASSO_ROLLE
S16022,  46.15972,  11.03417,2125.0,synop,PAGANELLA
S16023,  46.02028,  11.12667, 188.0,synop,TRENTO
S16029,          ,          ,      ,synop,
S16033,  46.73000,  12.22000,1222.0,synop,DOBBIACO
S16036,  46.02861,  12.60333, 113.0,synop,AVIANO
S16037,  46.03028,  12.59917, 113.0,synop,AVIANO
S16040,  46.50556,  13.58611, 777.0,synop,TARVISIO
S16045,  45.97556,  13.04917,  52.0,synop,RIVOLTO
S16052,  45.93500,   7.70611,3480.0,synop,PIAN_ROSA_
S16058,  44.93389,   6.82222,1399.0,synop,BOUSSON VALLE DI SUS
S16059,  45.20250,   7.64944, 301.0,synop,TORINO CASELLE
S16060,  45.13056,   7.61750, 276.0,synop,TORINO VENARIA REALE
S16061,  45.03333,   7.73167, 709.0,synop,BRIC_DELLA_CROCE
S16064,  45.53000,   8.66667, 173.4,synop,CAMERI
S16066,  45.63000,   8.72306, 234.0,synop,MILANO/MALPENSA
S16067,  45.64778,   8.81361, 237.0,synop,GALLARATE
S16068,  45.11278,   8.45361, 119.0,synop,CASALE MONFERRATO
S16072,  45.86000,   9.06000,1319.0,synop,MONTE BISBINO
S16076,  45.66889,   9.70028, 238.0,synop,BERGAMO ORIO AL SERI
S16080,  45.44944,   9.27833, 108.0,synop,MILANO/LINATE
S16081,  45.46000,   9.25833, 107.0,synop,MILANO/LINATE
S16084,  44.90917,   9.72778, 138.0,synop,PIACENZA S. DAMIANO
S16088,  45.42056,  10.28139, 102.0,synop,BRESCIA/GHEDI
S16089,  45.46444,  10.55528,  64.0,synop,DESENZANO
