Trentino-alto adige AUTO
 46.987900 11.539419
 46.988018 11.542555
 46.988964 11.543692
 46.990032 11.543636
 46.991249 11.547495
 46.993599 11.552605
 46.994560 11.557819
 46.994183 11.561260
 46.994659 11.562967
 46.996414 11.565669
 46.997097 11.572410
 46.999035 11.577422
 47.000801 11.580795
 47.000828 11.582191
 47.004532 11.581576
 47.005386 11.582016
 47.008499 11.590021
 47.009270 11.594320
 47.009430 11.601630
 47.009937 11.603536
 47.012375 11.607300
 47.012829 11.608926
 47.014637 11.610659
 47.015884 11.616812
 47.015842 11.619376
 47.015022 11.622244
 47.015167 11.623791
 47.015984 11.625238
 47.016449 11.628643
 47.011005 11.631887
 47.010063 11.634486
 47.006516 11.636916
 47.005447 11.642627
 47.001160 11.653200
 47.000679 11.655571
 46.999462 11.658352
 46.999146 11.660507
 46.998562 11.660833
 46.997955 11.662552
 46.995590 11.665920
 46.996658 11.669524
 46.996819 11.673058
 46.997341 11.674609
 46.996105 11.677902
 46.996220 11.679196
 46.999058 11.689716
 46.998398 11.693958
 46.997322 11.696075
 46.996994 11.698808
 46.996475 11.700162
 46.996853 11.703457
 46.996380 11.707049
 46.996902 11.712128
 46.995865 11.713509
 46.993225 11.715361
 46.991081 11.718000
 46.988571 11.718373
 46.987778 11.719017
 46.984962 11.722872
 46.983467 11.725728
 46.981705 11.725533
 46.980198 11.726903
 46.975849 11.729009
 46.975937 11.734352
 46.973988 11.740103
 46.973774 11.743300
 46.972710 11.748334
 46.973164 11.750342
 46.975037 11.752594
 46.975269 11.753422
 46.976044 11.757840
 46.976532 11.766029
 46.981091 11.767738
 46.983978 11.769518
 46.986038 11.771715
 46.988171 11.773154
 46.991821 11.778630
 46.992748 11.782020
 46.995838 11.782916
 46.995747 11.785515
 46.993584 11.791993
 46.994778 11.797987
 46.994404 11.802202
 46.995205 11.804296
 46.994438 11.808583
 46.993576 11.810866
 46.993938 11.812240
 46.993500 11.815912
 46.994022 11.819189
 46.996429 11.827760
 46.997051 11.828319
 46.996220 11.832562
 46.996712 11.837416
 47.000305 11.840566
 47.002018 11.841459
 47.004303 11.845843
 47.003979 11.846852
 47.003792 11.853065
 47.004173 11.853808
 47.005886 11.854965
 47.008530 11.858644
