 44.640556  9.197762
 44.647034  9.196591
 44.656876  9.202074
 44.665936  9.204203
 44.669415  9.195885
 44.677711  9.195621
 44.685715  9.198750
 44.682728  9.222517
 44.686520  9.246630
 44.693535  9.239918
 44.715164  9.244961
 44.692192  9.260283
 44.680622  9.259115
 44.674301  9.264328
 44.680737  9.270298
 44.677963  9.276287
 44.682728  9.290618
 44.674618  9.295929
 44.675770  9.305593
 44.681126  9.307733
 44.681290  9.324749
 44.684914  9.333305
 44.689087  9.324320
 44.695477  9.323970
 44.698261  9.318954
 44.704296  9.318622
 44.708946  9.322258
 44.717884  9.327606
 44.723259  9.332178
 44.736431  9.341561
 44.735409  9.333467
 44.740753  9.334120
 44.744610  9.324303
 44.749023  9.319248
 44.747486  9.307341
 44.754234  9.298785
 44.761150  9.294537
 44.773251  9.295371
 44.776253  9.308832
 44.783512  9.321573
 44.790611  9.321183
 44.797955  9.340247
 44.803429  9.352116
 44.813568  9.366162
 44.825859  9.354780
 44.840748  9.351529
 44.866600  9.345240
 44.865406  9.335568
 44.868145  9.329087
 44.875179  9.323833
 44.873951  9.313188
 44.875576  9.303360
 44.880043  9.293376
 44.892361  9.286365
 44.896679  9.290022
 44.904160  9.292043
 44.912006  9.294045
 44.920162  9.293594
 44.922741  9.299295
 44.927921  9.290729
 44.934319  9.291349
 44.932735  9.302639
 44.934673  9.312274
 44.948025  9.324687
 44.958801  9.331400
 44.967430  9.339774
 44.976063  9.342628
 44.983246  9.347103
 44.990398  9.349144
 44.996513  9.352706
 45.000233  9.362245
 45.002544  9.371863
 45.009720  9.374880
 45.015797  9.376981
 45.022854  9.373183
 45.038998  9.380578
 45.047081  9.375259
 45.053253  9.381256
 45.063423  9.391905
 45.065556  9.405700
 45.069382  9.412788
 45.076965  9.407506
 45.079056  9.415666
 45.076481  9.425379
 45.074921  9.433678
 45.082005  9.435382
 45.085777  9.441858
 45.093544  9.441661
 45.093922  9.451383
 45.095390  9.470789
 45.101414  9.488987
 45.101215  9.502152
 45.096146  9.508742
 45.089451  9.518821
 45.083225  9.523027
 45.077923  9.523293
 45.079578  9.538786
 45.086864  9.546695
 45.094940  9.548598
 45.105598  9.544607
 45.114388  9.536819
 45.122601  9.536372
 45.130566  9.540414
 45.130863  9.549981
 45.128277  9.557391
 45.120773  9.565200
 45.112724  9.566817
 45.103992  9.568970
 45.096245  9.580121
 45.097584  9.589574
 45.102242  9.603552
 45.110699  9.614857
 45.118938  9.619008
 45.126659  9.618412
 45.137329  9.621428
 45.137630  9.631003
 45.133636  9.638503
 45.127449  9.643763
 45.118660  9.644420
 45.108696  9.641335
 45.097973  9.636402
 45.086575  9.632483
 45.079712  9.638730
 45.077183  9.648465
 45.073994  9.659674
 45.070244  9.675687
 45.065174  9.683200
 45.058720  9.703666
 45.055592  9.717216
 45.059391  9.726488
 45.068970  9.728231
 45.072338  9.747086
 45.078362  9.747649
 45.086674  9.754273
 45.090340  9.758817
 45.101303  9.747591
 45.106411  9.741038
 45.111027  9.742172
 45.114689  9.746719
 45.115044  9.758670
 45.110630  9.764695
 45.094418  9.777674
 45.081753  9.803763
 45.079601  9.814871
 45.061966  9.815904
 45.055702  9.819603
 45.053734  9.826186
 45.059612  9.832717
 45.067791  9.834636
 45.075481  9.831813
 45.086025  9.829777
 45.094250  9.833131
 45.096325  9.843531
 45.091633  9.865296
 45.085346  9.868024
 45.078423  9.873169
 45.072598  9.879681
 45.078930  9.891280
 45.087181  9.895630
 45.096786  9.897530
 45.104774  9.892338
 45.109829  9.883460
 45.115696  9.878363
 45.123791  9.876977
 45.130352  9.883822
 45.133156  9.892974
 45.135406  9.903114
 45.139931  9.909279
 45.140709  9.916622
 45.133980  9.926820
 45.124756  9.928292
 45.112366  9.921557
 45.106457  9.913492
 45.099598  9.912373
 45.094498  9.915104
 45.099796  9.928626
 45.108517  9.942948
 45.121651  9.954560
 45.132000  9.962866
 45.136139  9.966088
 45.137306  9.978331
 45.132298  9.988450
 45.123848  9.997775
 45.116070 10.005592
 45.107655 10.016897
 45.098190 10.026295
 45.088993 10.029276
 45.082146 10.028182
 45.077671 10.025967
 45.070873 10.028813
 45.065140 10.035550
 45.063499 10.041563
 45.056713 10.045894
 45.047150 10.046437
 45.042038 10.047713
 45.040401 10.054224
 45.041683 10.077354
 45.034851 10.076762
 45.028728 10.079585
 45.026443 10.088607
 45.023842 10.101107
 45.027340 10.108311
 45.031906 10.120386
 45.033779 10.136075
 45.037941 10.142243
 45.044136 10.146808
 45.046635 10.157515
 45.044319 10.165058
 45.039227 10.167833
 45.031513 10.182126
 45.034367 10.194293
 45.032806 10.209199
 45.031857 10.216664
 45.029568 10.226681
 45.025890 10.234318
 45.019238 10.252020
 45.011787 10.257433
 45.006683 10.259239
 45.001667 10.269441
 45.003590 10.292539
 45.000938 10.301604
 44.993443 10.302091
 44.985619 10.303591
 44.984005 10.313582
 44.977295 10.325394
 44.977356 10.332805
 44.971706 10.349002
 44.968399 10.360598
 44.970852 10.367851
 44.976002 10.372448
 44.982895 10.381869
 44.989128 10.393801
 44.989895 10.403631
 44.988235 10.410169
 44.984882 10.416328
 44.976177 10.421234
 44.962772 10.428004
 44.956238 10.433386
 44.950027 10.437786
 44.944164 10.448693
 44.942001 10.462831
 44.935360 10.482317
 44.928364 10.491531
 44.926910 10.501391
 44.923256 10.505919
 44.919548 10.510138
 44.917030 10.519083
 44.920101 10.530138
 44.917568 10.538592
 44.915600 10.554832
 44.916584 10.565523
 44.918621 10.576641
 44.920551 10.593583
 44.924545 10.604142
 44.930161 10.619939
 44.941299 10.630922
 44.952103 10.643719
 44.970139 10.654274
 44.982540 10.665778
 44.982525 10.674927
 44.990673 10.686375
 44.984852 10.687650
 44.977985 10.689512
 44.969231 10.685126
 44.967007 10.692587
 44.975887 10.701855
 44.979893 10.708902
 44.988487 10.713275
 44.993446 10.720716
 44.995789 10.729254
 44.992374 10.737585
 44.983768 10.739053
 44.978527 10.736907
 44.971783 10.743647
 44.960228 10.737947
 44.955021 10.737267
 44.952923 10.749604
 44.949810 10.762978
 44.939800 10.818765
 44.935406 10.822919
 44.938374 10.831060
 44.928352 10.845300
 44.932762 10.855804
 44.923828 10.872421
 44.922474 10.880992
 44.919834 10.888820
 44.923325 10.895727
 44.927044 10.904982
 44.930763 10.916015
 44.927338 10.935182
 44.931469 10.945295
 44.938438 10.952291
 44.939400 10.962750
 44.944759 10.972051
 44.950134 10.981105
 44.956001 10.993404
 44.956940 11.005610
 44.956661 11.017244
 44.955097 11.024660
 44.954605 11.033482
 44.956211 11.059811
 44.962185 11.071154
 44.967339 11.080299
 44.964718 11.095076
 44.961700 11.101266
 44.956890 11.104232
 44.953072 11.119093
 44.944210 11.124441
 44.943775 11.136681
 44.935936 11.141973
 44.933662 11.148441
 44.939632 11.153020
 44.939899 11.165223
 44.939754 11.190640
 44.942642 11.205534
 44.945141 11.221292
 44.946568 11.234763
 44.954025 11.244160
 44.949703 11.254232
 44.948227 11.261942
 44.950588 11.271336
 44.962383 11.280396
 44.957298 11.285538
 44.960274 11.296142
 44.967239 11.298239
 44.961243 11.309778
 44.964951 11.321814
 44.955196 11.343881
 44.956409 11.361005
 44.957958 11.371923
 44.958508 11.380783
 44.955669 11.396603
 44.950939 11.400699
 44.954845 11.407696
 44.956375 11.426701
 44.938351 11.426863
 44.931240 11.426471
 44.933846 11.440847
 44.939098 11.468016
 44.940136 11.497715
 44.941086 11.524940
 44.938816 11.541523
 44.927872 11.556864
 44.918491 11.580263
 44.913292 11.588818
 44.896828 11.588974
 44.892632 11.594204
 44.889729 11.608183
 44.890404 11.624956
 44.902592 11.646591
 44.913708 11.660484
 44.921501 11.681129
 44.921940 11.694499
 44.928204 11.705458
 44.930111 11.722341
 44.930862 11.734214
 44.940460 11.746963
 44.954109 11.744398
 44.958794 11.747689
 44.963459 11.762164
 44.966324 11.779490
 44.980152 11.802794
 44.981899 11.811584
 44.978004 11.833612
 44.978973 11.864254
 44.979607 11.885119
 44.981918 11.897288
 44.978764 11.930286
 44.983150 11.941164
 44.989082 11.966054
 44.987419 11.987811
 44.982655 12.006626
 44.977867 12.018062
 44.978165 12.036316
 44.977875 12.043454
 44.976318 12.051890
 44.973297 12.059853
 44.972694 12.067797
 44.974972 12.080792
 44.970604 12.087065
 44.972725 12.097203
 44.964573 12.101521
 44.962841 12.113447
 44.954208 12.118752
 44.947723 12.118656
 44.942532 12.127491
 44.934368 12.130106
 44.930199 12.139648
 44.934025 12.149610
 44.941391 12.164284
 44.942726 12.171240
 44.932194 12.182633
 44.927265 12.194263
 44.928669 12.203168
 44.928619 12.210511
 44.926647 12.227814
 44.931541 12.235109
 44.937119 12.241221
 44.936268 12.252576
 44.941715 12.252758
 44.938244 12.260069
 44.944920 12.274798
 44.943310 12.282391
 44.934315 12.293636
 44.927258 12.296494
 44.921482 12.286353
 44.913277 12.284222
 44.903439 12.288366
 44.873253 12.286306
 44.867874 12.292061
 44.859249 12.298018
