   45.05471   9.692725        PC
  44.804924  10.328235        PR
  44.700989  10.637582        RE
  44.650085  10.930903        MO
  44.499371  11.346577        BO
  44.841343  11.625469        FE
  44.421589   12.20489        RA
  44.227547  12.041576        FC
  44.062656  12.570865        RN
