-11.7250   -1.9126  AO
-12.4012   -1.6726  TO
-12.0324   -0.5812  MI
-11.4257    0.7933  TN
-12.0328    1.6690  VE
-11.7763    2.6983  TS
-13.0877   -0.7821  GE
-12.9967    0.9799  BO
-13.7248    0.9292  FI
-13.8343    2.6171  AN
-14.3718    1.7959  PG
-15.5649    1.9185  Roma
-15.0844    2.6013  AQ
-15.8149    3.6341  CB
-16.1117    5.3674  BA
-16.5618    3.3536  NA
-16.6426    4.5958  PZ
-19.1933    4.7141  RC
-19.3152    2.8005  PA
-18.2883   -0.7064  CA
